Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Angers R16,W vs Monnot,78.9%,57.7%,1.1%,0/1,2.43,20.4%,84.9%,53.3%,1.9%,2.37,25.6%,83.9%,65.4%,0.0%,2.68,0.0%
2025 US Open R64,L vs Kostyuk,60.0%,47.0%,7.3%,3/5,2.66,13.2%,68.9%,35.7%,1.6%,2.56,25.0%,66.7%,66.7%,19.4%,2.77,0.0%
2025 Wimbledon R64,W vs Wang,76.8%,54.0%,6.1%,4/1,2.72,1.6%,76.0%,60.5%,2.0%,2.64,2.6%,89.3%,44.0%,14.3%,2.84,0.0%
2025 Merida QF,L vs Navarro,87.8%,55.8%,10.2%,3/2,2.38,0.0%,86.1%,51.6%,11.1%,2.63,0.0%,92.3%,66.7%,7.7%,2.10,0.0%
2025 Doha R64,L vs Kostyuk,70.6%,50.0%,10.3%,4/3,2.60,10.2%,73.2%,53.3%,2.4%,2.52,17.6%,75.0%,44.4%,25.0%,2.71,0.0%
2024 Merida F,W vs Li,85.2%,65.4%,1.6%,1/0,2.79,9.1%,85.0%,67.6%,2.5%,2.88,12.0%,90.0%,61.1%,0.0%,2.51,0.0%
2024 Merida SF,W vs Korneeva,67.5%,50.0%,0.0%,0/0,2.70,4.3%,70.3%,46.2%,0.0%,2.71,6.5%,82.4%,53.6%,0.0%,2.68,0.0%
2024 Berlin R16,L vs Azarenka,69.7%,50.0%,13.6%,3/6,2.62,6.4%,69.6%,53.1%,15.2%,2.61,9.7%,87.5%,42.9%,12.5%,2.64,0.0%
2023 s Hertogenbosch R32,L vs Andreescu,70.8%,51.0%,6.9%,0/5,2.59,3.1%,69.8%,56.8%,7.5%,2.46,4.8%,87.5%,35.7%,6.3%,2.84,0.0%
Last 52 Weeks (3 matches),,70.9%,53.0%,5.0%,50.0%,2.61,11.3%,76.2%,49.6%,1.8%,2.51,18.2%,78.9%,58.7%,11.6%,2.78,0.0%
Career (9 matches),,72.9%,53.4%,6.0%,43.9%,2.61,8.1%,75.5%,53.0%,4.8%,2.58,12.9%,82.1%,54.2%,9.6%,2.65,0.0%
