Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,8,4,4,50.0%,10-10,50.0%,100-92,52.1%,1-2,33.3%,8,64.1%,41.2%,0.2%,3.3%,62.6%,60.8%,46.9%,55.6%,45.8%,50.7%,1.03,QF (Angers 125)
2024,20,11,9,55.0%,25-24,51.0%,243-232,51.2%,4-5,44.4%,12,58.0%,45.5%,0.5%,3.8%,66.0%,57.3%,45.1%,53.2%,48.5%,50.9%,1.04,QF (5x)
2023,62,39,23,62.9%,85-60,58.6%,698-613,53.2%,7-5,58.3%,15,55.1%,45.7%,1.0%,5.1%,66.6%,56.5%,44.0%,52.3%,47.8%,50.1%,1.00,W (W40 Tallinn)
2022,45,28,17,62.2%,64-40,61.5%,524-428,55.0%,5-6,45.5%,0,,,,,,,,,,,,W (2x)
2021,25,10,15,40.0%,26-32,44.8%,254-279,47.7%,1-4,20.0%,0,,,,,,,,,,,,QF (2x)
2020,25,17,8,68.0%,36-22,62.1%,290-249,53.8%,1-2,33.3%,0,,,,,,,,,,,,W (W15 Antalya)
2019,27,15,12,55.6%,34-26,56.7%,292-263,52.6%,0-2,0.0%,0,,,,,,,,,,,,F (W15 Antalya)
2018,14,10,4,71.4%,21-10,67.7%,160-123,56.5%,2-2,50.0%,0,,,,,,,,,,,,F (Antalya $15K)
2017,4,1,3,25.0%,3-6,33.3%,25-42,37.3%,0-0,-,0,,,,,,,,,,,,R16 (Istanbul $15K)
Career,230,135,95,58.7%,304-230,56.9%,2586-2321,52.7%,21-28,42.9%,35,58.4%,44.5%,0.6%,4.2%,65.4%,57.8%,45.2%,53.4%,47.6%,50.5%,1.02,
