Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,7,4,3,57.1%,2,1,1,50.0%,2015,2017,Q3,0,,,,,,,,,,
Roland Garros,4,Clay,6,2,4,33.3%,0,0,0,-,2015,2019,Q2,2,0.97,0.7%,5.3%,52.6%,57.5%,41.7%,50.0%,48.3%,66.7%,90.0%
Wimbledon,2,Grass,4,2,2,50.0%,1,0,1,0.0%,2015,2016,Q3,0,,,,,,,,,,
US Open,3,Hard,4,1,3,25.0%,0,0,0,-,2015,2019,Q2,1,0.88,0.0%,8.2%,62.4%,56.6%,34.4%,48.2%,45.5%,25.0%,23.5%
Fed Cup,1,,3,2,1,66.7%,0,0,0,-,2017,2017,,3,1.10,1.0%,8.6%,52.5%,64.4%,52.1%,58.6%,45.7%,60.0%,60.0%
Taipei,4,Hard,6,1,5,16.7%,1,0,1,0.0%,2014,2018,R16,6,0.77,0.5%,7.7%,59.0%,57.4%,31.9%,46.9%,41.0%,44.1%,46.3%
Guangzhou,4,Hard,15,11,4,73.3%,5,3,2,60.0%,2014,2018,QF,11,1.04,2.1%,7.3%,52.2%,63.0%,44.9%,54.4%,47.4%,53.5%,46.6%
Nanchang,4,Hard,9,5,4,55.6%,1,1,0,100.0%,2014,2017,QF,7,1.01,1.5%,7.5%,55.1%,57.7%,43.9%,51.5%,49.1%,39.1%,50.6%
Kuala Lumpur,3,Hard,7,4,3,57.1%,3,1,2,33.3%,2015,2017,QF,5,1.02,0.9%,4.6%,60.4%,59.4%,48.1%,54.9%,45.9%,59.1%,50.0%
Strasbourg,3,Clay,6,3,3,50.0%,1,1,0,100.0%,2015,2017,Q2,4,1.02,0.5%,7.3%,60.1%,58.0%,39.1%,50.5%,50.5%,30.8%,53.3%
Nottingham,3,Grass,6,3,3,50.0%,0,0,0,-,2015,2019,R32,4,1.05,2.9%,6.7%,62.4%,63.4%,45.6%,56.7%,45.4%,65.6%,52.2%
