Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2022-05-02),1265,9,,,,,,,,,,,,
2020,474,89,,,,,,,,,1241,11,,
2019,332,156,,,,,,,,,926,26,,
2018,252,215,236,1359,235,1326,,,,,735,20,,
2018,252,215,236,1359,235,1326,,,,,735,20,,
2017,216,260,206,1428,199,1407,189,1368,,,334,172,,
2016,134,454,174,1522,169,1484,167,1454,151,1456,150,465,,
2015,140,400,126,1626,117,1608,155,1463,149,1448,99,735,,
2014,191,273,168,1564,151,1540,,,,,122,618,,
2013,760,26,,,,,,,,,828,27,,
2012,391,97,,,,,,,,,379,131,,
2011,661,35,,,,,,,,,431,116,,
2010,704,29,,,,,,,,,455,97,,
