Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W80 Gifu R32,L vs Zhu,47% (8/17),58% (7/12),1/1,0/0,47% (7/15),3/5,3/4,- (0/0),- (0/0)
2019 Anning R16,W vs Raina,50% (6/12),39% (7/18),2/7,1/6,63% (15/24),3/4,3/3,77% (10/13),50% (6/12)
2019 Anning R32,W vs Kuwata,37% (7/19),63% (5/8),2/3,1/1,57% (4/7),0/0,0/0,60% (3/5),80% (4/5)
2019 W25 Kashiwa R32,L vs Chang,21% (3/14),25% (3/12),0/0,0/0,54% (7/13),2/4,0/1,- (0/0),- (0/0)
2019 W25 Osaka SF,L vs Jorovic,86% (6/7),44% (7/16),1/1,0/0,27% (3/11),2/4,2/3,- (0/0),- (0/0)
2019 W25 Osaka QF,W vs Liu,45% (9/20),60% (6/10),2/4,1/2,50% (5/10),1/2,0/0,- (0/0),- (0/0)
2019 W25 Osaka R16,W vs Han,54% (7/13),46% (6/13),2/4,1/2,57% (4/7),1/1,0/0,- (0/0),- (0/0)
2019 W60 Kyoto F,L vs In Albon,63% (5/8),0% (0/7),0/0,0/0,63% (5/8),1/3,1/2,- (0/0),- (0/0)
2019 W60 Kyoto SF,W vs Hibino,35% (7/20),63% (5/8),2/7,1/2,71% (5/7),0/0,0/0,- (0/0),- (0/0)
2019 W60 Kyoto QF,W vs Imanishi,54% (7/13),78% (7/9),2/3,1/1,33% (3/9),1/2,0/0,- (0/0),- (0/0)
2019 W60 Kyoto R16,W vs Kobori,64% (9/14),50% (3/6),2/6,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2019 W25 Singapore R32,W vs Chong,71% (12/17),36% (5/14),2/2,1/1,75% (6/8),7/8,0/0,- (0/0),- (0/0)
2018 Taipei Q1,L vs Martincova,45% (5/11),60% (3/5),0/0,0/0,69% (11/16),4/6,3/4,- (0/0),- (0/0)
2018 Tianjin Q2,L vs Doi,40% (2/5),0% (0/3),0/0,0/0,38% (3/8),0/2,0/1,- (0/0),- (0/0)
2018 Tianjin Q1,W vs Kang,65% (11/17),40% (8/20),2/9,1/1,33% (2/6),4/5,0/0,38% (3/8),50% (4/8)
2018 Guangzhou Q2,L vs Cabrera,36% (4/11),88% (7/8),1/3,0/0,38% (6/16),1/3,0/1,- (0/0),- (0/0)
2018 Guangzhou Q1,W vs Kuwata,64% (7/11),42% (5/12),2/4,1/2,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2018 Hiroshima Q1,L vs Savinykh,57% (12/21),25% (2/8),1/4,0/0,60% (6/10),4/6,0/1,- (0/0),- (0/0)
2018 Zhengzhou R32,L vs Lu,57% (4/7),22% (2/9),0/0,0/0,29% (2/7),0/2,0/1,- (0/0),- (0/0)
2018 Zhengzhou Q2,L vs Xun,60% (3/5),40% (4/10),0/0,0/0,53% (8/15),3/5,3/4,- (0/0),- (0/0)
2019 (12 matches),,49.4%,45.9%,47.4%,50.0%,54.2%,63.6%,69.2%,72.2%,58.8%
2018 (9 matches),,52.0%,41.6%,36.4%,75.0%,47.4%,53.3%,50.0%,50.0%,50.0%
2017 (28 matches),,49.5%,50.0%,39.7%,54.5%,48.3%,42.6%,40.7%,61.9%,22.2%
2016 (35 matches),,51.0%,47.8%,51.2%,47.5%,50.2%,35.6%,27.3%,45.0%,45.0%
2015 (20 matches),,60.0%,50.8%,73.0%,70.6%,45.4%,52.4%,46.7%,61.5%,58.3%
Career (114 matches),,52.7%,48.5%,50.9%,56.0%,50.0%,47.7%,46.5%,59.0%,41.2%
