Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 Roland Garros R128,L vs Siegemund,20% (2/10),100% (2/2),1/3,67% (6/9),33% (2/6),0/1,0/0,2/3,0/0,1/2
2019 W60 Saint Gaudens R16,W vs Benoit,41% (9/22),56% (5/9),2/5,50% (11/22),55% (6/11),4/4,0/0,0/0,0/0,0/0
2019 W80 Dothan AL R16,W vs Khazaniuk,50% (12/24),58% (7/12),2/4,32% (8/25),25% (2/8),2/4,1/3,1/2,1/1,0/0
2019 Bogota Q1,L vs Paquet,50% (7/14),86% (6/7),3/5,69% (9/13),33% (3/9),4/6,1/1,0/1,0/0,0/0
2019 Charleston Q1,L vs Kichenok,80% (8/10),75% (6/8),3/6,82% (9/11),11% (1/9),2/6,0/2,0/1,0/0,0/1
2019 Guadalajara R16,L vs Kudermetova,45% (5/11),80% (4/5),0/4,67% (8/12),38% (3/8),3/3,0/0,0/1,0/0,0/1
2019 Guadalajara R32,W vs Cornet,88% (7/8),86% (6/7),1/1,14% (1/7),0% (0/1),4/4,0/1,0/0,0/0,0/0
2019 Acapulco Q2,L vs Flink,80% (12/15),58% (7/12),3/9,67% (10/15),10% (1/10),2/6,0/2,0/0,0/1,0/0
2019 Acapulco Q1,W vs Jani,71% (5/7),80% (4/5),0/0,25% (2/8),100% (2/2),3/3,1/1,0/0,1/1,0/0
2019 Newport Beach R32,L vs Sebov,67% (6/9),50% (3/6),2/5,75% (6/8),0% (0/6),0/3,0/0,0/1,0/0,0/0
2018 Houston SF,L vs Davis,25% (3/12),100% (3/3),1/4,58% (7/12),14% (1/7),1/2,0/0,0/2,0/0,0/1
2018 Houston QF,W vs Watson,64% (7/11),86% (6/7),3/4,36% (4/11),0% (0/4),3/6,2/3,0/0,1/1,0/0
2018 Moscow Q2,L vs Khromacheva,14% (1/7),100% (1/1),1/6,86% (6/7),0% (0/6),0/1,0/0,0/0,0/0,0/0
2018 Moscow Q1,W vs Rodina,56% (5/9),100% (5/5),2/3,50% (5/10),40% (2/5),3/5,2/3,0/0,1/2,0/0
2018 US Open Q3,L vs Teichmann,33% (3/9),67% (2/3),1/4,80% (8/10),25% (2/8),1/2,0/1,0/2,0/0,0/1
2018 US Open Q2,W vs Pattinama Kerkhove,71% (10/14),70% (7/10),4/5,47% (7/15),14% (1/7),3/6,1/1,0/1,1/1,0/0
2018 US Open Q1,W vs Duval,67% (6/9),83% (5/6),2/2,33% (3/9),33% (1/3),4/4,1/1,0/0,0/0,0/0
2018 Montreal R64,L vs Van Uytvanck,43% (3/7),33% (1/3),0/4,75% (6/8),0% (0/6),0/1,0/0,0/2,0/0,0/1
2018 Montreal Q2,W vs Pera,50% (6/12),67% (4/6),0/3,46% (6/13),33% (2/6),3/3,1/1,0/1,1/1,0/0
2018 Montreal Q1,W vs Stosur,30% (3/10),67% (2/3),0/0,18% (2/11),50% (1/2),1/2,1/2,1/1,0/1,0/0
2019 (10 matches),,56.2%,68.5%,40.5%,53.8%,28.6%,60.0%,30.0%,33.3%,66.7%,25.0%
2018 (37 matches),,53.6%,78.0%,47.1%,49.2%,17.4%,61.3%,63.4%,50.0%,60.9%,37.5%
2017 (36 matches),,54.6%,78.2%,46.6%,47.9%,29.9%,63.1%,60.9%,70.6%,61.9%,64.3%
2016 (24 matches),,61.6%,87.0%,50.7%,46.6%,25.7%,70.6%,63.3%,28.6%,55.6%,28.6%
Career (107 matches),,55.9%,78.9%,46.9%,48.8%,24.6%,64.0%,59.8%,52.9%,60.0%,45.5%
