Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
16-Feb-2026,Tigre CH,Clay,Q1,523,935,Nicolas Zanellato [BRA] d. (6) Olivo,6-2 6-1,0.68,0.0%,2.7%,63.0%,63.0%,22.2%,8/13,1:30
02-Feb-2026,Rosario CH,Clay,R32,511,386,(Q) Juan Manuel La Serna [ARG] d. (WC) Olivo,6-4 2-6 6-3,1.03,4.3%,5.3%,53.2%,60.0%,47.7%,8/14,2:32
12-Jan-2026,Buenos Aires 1 CH,Clay,R32,511,375,Pedro Sakamoto [BRA] d. Olivo,6-4 1-0 RET,0.21,3.2%,3.2%,71.0%,63.6%,55.6%,0/2,0:41
23-Jun-2025,Lima CH,Clay,R32,308,400,Maximus Jones [THA] d. (7) Olivo,7-6(2) 6-4,0.56,1.3%,9.2%,50.0%,76.3%,47.4%,2/3,1:48
16-Jun-2025,Santa Cruz de la Sierra CH,Clay,R32,306,859,(Q) Luis Carlos Alvarez [MEX] d. (5) Olivo,6-4 5-1 RET,0.80,1.8%,3.6%,54.5%,66.7%,32.0%,6/10,1:32
09-Jun-2025,Santa Fe CH,Clay,R32,304,711,(LL) John Sperle [GER] d. Olivo,7-6(4) 6-2,0.81,0.0%,2.9%,64.7%,65.9%,33.3%,4/7,1:44
19-May-2025,M25 Orlando FL,Clay,F,351,755,Olivo d. Adhithya Ganesan [USA],3-6 6-4 6-3,1.10,1.0%,10.5%,64.8%,66.2%,27.0%,5/11,2:38
19-May-2025,M25 Orlando FL,Clay,SF,351,303,Olivo d. Andres Andrade [ECU],6-1 6-3,1.58,6.7%,4.4%,51.1%,65.2%,59.1%,1/3,1:30
19-May-2025,M25 Orlando FL,Clay,QF,351,759,Olivo d. Martin Borisiouk [BLR],6-1 6-7(4) 6-2,1.47,5.2%,10.4%,62.3%,81.3%,44.8%,2/4,3:01
19-May-2025,M25 Orlando FL,Clay,R16,351,660,Olivo d. William Grant [USA],7-5 6-0,1.88,18.0%,0.0%,54.0%,81.5%,69.6%,1/1,1:30
19-May-2025,M25 Orlando FL,Clay,R32,351,,Olivo d. Dan Martin [CAN],5-7 7-5 6-2,1.09,2.0%,5.1%,56.6%,75.0%,48.8%,5/7,2:59
12-May-2025,Bogota CH,Clay,R32,354,435,Patrick Kypson [USA] d. (8) Olivo,6-0 7-6(1),0.66,1.6%,4.9%,54.1%,51.5%,39.3%,3/8,1:26
05-May-2025,Santos CH,Clay,QF,354,216,(1) Alvaro Guillen Meza [ECU] d. Olivo,6-3 6-3,0.71,4.5%,4.5%,47.8%,59.4%,42.9%,6/10,1:49
05-May-2025,Santos CH,Clay,R16,354,311,Olivo d. (7) Juan Carlos Prado Angelo [BOL],5-7 7-5 6-1,1.11,4.2%,4.2%,51.3%,70.5%,46.6%,15/18,2:52
05-May-2025,Santos CH,Clay,R32,354,1031,Olivo d. (PR) Blaise Bicknell [JAM],3-6 6-3 6-3,1.16,0.0%,1.2%,48.2%,65.0%,60.5%,4/7,1:55
28-Apr-2025,Porto Alegre CH,Clay,R32,359,304,(7) Daniel Dutra Da Silva [BRA] d. Olivo,6-2 6-3,0.60,0.0%,5.7%,68.6%,56.3%,40.9%,8/11,1:47
