Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2021 Roland Garros Q1,W vs Haase,1.14,1.24,75.7,25.9,0.0%,48.4%,0.0%,64.3%,48.1%,47.8%
2020 Santiago SF,L vs Seyboth Wild,0.98,0.61,44.4,2.2,3.2%,41.9%,3.3%,56.7%,29.6%,33.3%
2019 Cordenons CH R32,L vs Brkic,0.98,0.88,74.1,3.4,-,64.4%,-,59.6%,41.4%,25.9%
2019 Augsburg CH R32,L vs Garcia Lopez,0.92,0.78,56.7,2.7,-,55.3%,-,75.7%,33.3%,24.3%
2019 Milan CH R16,L vs Dellien,0.88,0.85,66.0,6.7,-,36.7%,-,51.1%,62.5%,45.2%
2019 Milan CH R32,W vs Griekspoor,1.02,1.82,39.9,2.8,-,74.1%,-,69.6%,51.6%,48.3%
2019 Milan CH R64,W vs Cid,1.02,1.54,40.4,2.1,-,68.2%,-,52.4%,56.3%,63.3%
2019 Samarkand CH R64,W vs Marchenko,1.08,1.99,36.6,3.0,-,66.7%,-,71.4%,56.0%,59.1%
2019 Rome CH R32,L vs Viola,0.92,0.71,49.6,2.7,3.1%,46.9%,0.0%,48.3%,38.7%,42.9%
2019 Leon CH R64,L vs Broady,0.81,0.58,41.5,2.2,10.7%,46.4%,8.3%,45.8%,42.9%,34.6%
2019 San Luis Potosi CH R64,L vs Barrios Vera,0.94,0.70,50.7,2.1,5.7%,54.3%,6.3%,50.0%,25.8%,46.4%
2019 Monterrey CH R32,L vs Sandgren,0.93,0.85,68.3,17.5,1.9%,56.6%,2.0%,68.0%,36.0%,33.3%
2019 Monterrey CH R64,W vs Uchida,1.07,1.47,52.5,2.2,8.8%,67.6%,10.0%,73.3%,40.5%,41.2%
2019 Drummondville CH R32,L vs Zopp,0.96,0.79,57.3,2.9,13.3%,68.9%,2.4%,42.9%,38.5%,34.0%
2019 Drummondville CH R64,W vs Baadi,1.19,1.44,56.4,2.2,8.3%,69.4%,3.0%,51.5%,51.5%,43.3%
2019 Santiago CH R32,L vs Bellucci,0.82,0.71,45.7,3.6,2.7%,59.5%,2.9%,60.0%,33.3%,36.1%
2019 Santiago CH R64,W vs Nunez,1.03,1.30,63.7,3.4,5.4%,64.9%,10.8%,64.9%,36.6%,52.6%
2019 Cuernavaca CH QF,L vs King,0.86,0.88,72.9,3.4,8.2%,73.8%,5.8%,59.6%,28.3%,38.9%
2019 Cuernavaca CH R16,W vs Novikov,1.25,1.83,37.6,2.1,10.3%,69.0%,0.0%,65.4%,53.6%,41.7%
2019 Cuernavaca CH R32,W vs Cid,1.13,1.42,52.2,2.4,2.8%,69.4%,0.0%,64.7%,40.0%,43.3%
2021 (1 matches),,1.14,1.24,75.7,25.9,0.0%,48.4%,0.0%,64.3%,48.1%,47.8%
2020 (1 matches),,0.98,0.61,44.4,2.2,3.2%,41.9%,3.3%,56.7%,29.6%,33.3%
2019 (25 matches),,1.01,1.05,59.7,2.8,4.7%,62.5%,3.1%,60.0%,40.2%,40.6%
2018 (22 matches),,1.01,0.96,60.9,3.1,3.2%,56.0%,1.2%,58.6%,41.0%,40.2%
2017 (42 matches),,1.02,0.92,54.4,2.8,4.0%,58.4%,2.1%,56.7%,37.6%,39.0%
Career (248 matches),,1.02,1.00,58.0,2.9,3.8%,59.8%,2.3%,58.9%,39.3%,39.8%
