Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,2,0,2,0.0%,1-3,25.0%,17-20,45.9%,0-0,-,2,60.0%,27.8%,4.0%,4.8%,57.6%,61.1%,49.1%,56.0%,39.0%,47.7%,0.89,R32 (2x)
2025,24,8,16,33.3%,20-37,35.1%,240-303,44.2%,3-5,37.5%,24,66.7%,21.2%,2.3%,4.3%,60.0%,64.2%,46.3%,57.0%,38.5%,47.7%,0.90,QF (2x)
2024,42,18,24,42.9%,39-46,45.9%,386-418,48.0%,5-4,55.6%,40,62.8%,32.1%,2.7%,5.0%,61.6%,62.9%,45.1%,56.1%,41.7%,48.9%,0.95,SF (3x)
2023,41,20,21,48.8%,46-47,49.5%,443-455,49.3%,6-2,75.0%,41,67.3%,30.3%,2.6%,6.0%,62.0%,65.6%,45.6%,58.0%,40.8%,49.3%,0.97,SF (2x)
2022,54,30,24,55.6%,71-64,52.6%,645-627,50.7%,12-4,75.0%,53,69.7%,31.2%,2.0%,4.8%,66.2%,64.8%,46.1%,58.5%,42.4%,50.4%,1.02,F (San Luis Potosi)
2021,35,15,20,42.9%,37-42,46.8%,389-403,49.1%,4-8,33.3%,35,70.6%,28.2%,2.8%,4.4%,65.4%,65.2%,48.4%,59.4%,40.1%,49.8%,0.99,F (Ostrava)
2020,22,9,13,40.9%,20-29,40.8%,226-246,47.9%,2-6,25.0%,22,63.6%,33.0%,3.0%,8.2%,62.4%,65.1%,41.1%,56.0%,42.4%,49.2%,0.96,R16 (6x)
2019,52,25,27,48.1%,58-57,50.4%,574-580,49.7%,11-10,52.4%,52,71.8%,27.8%,3.8%,7.1%,58.9%,68.2%,46.1%,59.1%,40.4%,49.9%,0.99,W (San Benedetto)
2018,19,5,14,26.3%,14-26,35.0%,174-211,45.2%,1-5,16.7%,19,66.2%,23.4%,2.2%,5.9%,57.2%,62.3%,47.3%,55.9%,37.8%,47.1%,0.86,R16 (5x)
2017,21,10,11,47.6%,23-25,47.9%,225-243,48.1%,3-2,60.0%,21,66.2%,29.5%,2.8%,6.0%,58.6%,65.1%,46.0%,57.2%,38.9%,48.1%,0.91,F (Campinas)
2016,35,22,13,62.9%,50-38,56.8%,458-411,52.7%,8-6,57.1%,35,75.5%,29.5%,3.6%,5.0%,60.4%,67.7%,51.1%,61.1%,40.1%,50.8%,1.03,W (2x)
2015,47,24,23,51.1%,55-60,47.8%,551-573,49.0%,10-6,62.5%,47,71.4%,26.2%,3.3%,6.5%,59.3%,66.1%,49.1%,59.2%,40.2%,49.8%,0.99,F (Santo Domingo)
2014,32,13,19,40.6%,35-43,44.9%,354-399,47.0%,6-2,75.0%,32,70.2%,23.1%,3.2%,4.9%,60.5%,67.0%,47.6%,59.3%,39.1%,48.9%,0.96,SF (2x)
2013,49,27,22,55.1%,58-56,50.9%,551-556,49.8%,9-12,42.9%,48,70.7%,28.7%,3.5%,6.8%,60.5%,66.2%,47.6%,58.9%,40.5%,49.7%,0.99,F (2x)
2012,18,7,11,38.9%,17-26,39.5%,194-231,45.6%,6-3,66.7%,18,71.0%,19.6%,2.9%,4.3%,57.8%,65.9%,49.8%,59.1%,35.4%,47.3%,0.87,QF (2x)
2011,3,0,3,0.0%,0-6,0.0%,12-36,25.0%,0-0,-,3,34.8%,16.0%,0.6%,5.0%,70.2%,46.0%,35.4%,42.9%,30.1%,36.8%,0.53,R32 (3x)
Career,496,233,263,47.0%,544-605,47.3%,5439-5712,48.8%,86-75,53.4%,492,69.2%,27.9%,3.0%,5.7%,61.2%,65.6%,47.1%,58.4%,40.2%,49.3%,0.97,
