Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),636,55,451,1302,,,387,1277,,,,,,
2025,514,82,433,1317,,,378,1293,,,,,,
2024,322,155,345,1393,347,1343,322,1368,,,184,382,,
2023,281,206,289,1445,316,1362,252,1431,,,,,,
2022,182,315,286,1457,290,1386,255,1438,218,1398,,,,
2021,189,351,290,1434,295,1381,264,1416,238,1344,,,,
2020,214,281,223,1472,240,1400,199,1453,,,421,104,,
2019,265,168,352,1383,344,1347,306,1378,,,347,133,,
2018,331,71,273,1454,284,1375,235,1451,234,1360,479,40,,
2017,144,387,179,1563,223,1458,136,1558,181,1440,241,260,,
2016,83,670,161,1596,213,1466,124,1589,171,1470,481,112,,
2015,173,296,236,1479,320,1318,203,1471,226,1395,188,378,,
2014,275,182,220,1509,291,1349,190,1496,,,271,257,,
2013,191,266,241,1486,323,1311,199,1487,192,1424,188,370,,
2012,280,167,352,1315,355,1264,327,1298,,,190,346,,
2011,527,56,,,,,,,,,279,225,,
2010,621,33,,,,,,,,,568,76,,
2009,1125,5,,,,,,,,,1197,10,,
