Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2021 Roland Garros Q1,W vs Haase,31,40,0.8,14.2%,18.3%,31,34,0.9,15.0%,16.4%,13.5%,1.4%,0.4,11.0%,24.8%
2020 Santiago SF,L vs Seyboth Wild,12,24,0.5,10.7%,21.4%,10,20,0.5,9.5%,19.0%,4.8%,3.8%,1.0,17.0%,17.9%
2017 Wimbledon R128,L vs Dzumhur,10,29,0.3,7.8%,22.5%,8,26,0.3,6.7%,21.8%,5.0%,1.7%,1.2,20.9%,17.8%
2017 Roland Garros R64,L vs Edmund,15,25,0.6,8.7%,14.5%,13,21,0.6,8.0%,13.0%,6.2%,1.2%,1.2,17.4%,15.1%
2017 Roland Garros R128,W vs Tsonga,31,39,0.8,9.5%,12.0%,31,36,0.9,9.9%,11.5%,8.0%,1.6%,0.8,17.5%,22.4%
2016 Hamburg SF,L vs Cuevas,15,26,0.6,10.4%,18.1%,14,21,0.7,10.5%,15.8%,5.3%,4.5%,0.9,14.6%,16.7%
2016 Australian Open R64,L vs Delbonis,30,60,0.5,8.4%,16.8%,22,47,0.5,7.1%,15.2%,5.2%,1.0%,0.7,16.2%,24.4%
2014 Bastad QF,L vs Cuevas,14,25,0.6,11.5%,20.5%,12,20,0.6,10.5%,17.5%,7.0%,3.5%,0.6,17.2%,27.0%
2014 Prague CH R32,L vs Diez,7,44,0.2,5.4%,34.1%,6,40,0.2,5.0%,33.1%,4.1%,0.8%,0.3,8.5%,26.4%
Career (9 matches),,165,312,0.5,9.7%,18.3%,147,265,0.6,9.3%,16.7%,6.9%,1.9%,0.7,15.7%,21.9%
