Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,9,2,7,22.2%,7-17,29.2%,97-132,42.4%,3-2,60.0%,9,68.2%,17.2%,5.4%,6.1%,63.3%,67.1%,43.3%,58.3%,35.6%,47.3%,0.85
Clay,46,21,25,45.7%,49-64,43.4%,519-591,46.8%,16-6,72.7%,46,69.7%,23.3%,3.5%,5.9%,58.5%,66.4%,48.5%,59.0%,38.4%,48.7%,0.94
Grass,1,0,1,0.0%,0-3,0.0%,3-18,14.3%,0-0,-,1,10.0%,9.1%,3.3%,4.9%,55.7%,41.2%,29.6%,36.1%,33.8%,34.9%,0.53
Grand Slams,6,2,4,33.3%,6-14,30.0%,72-111,39.3%,2-2,50.0%,6,62.4%,17.9%,4.1%,5.1%,62.7%,65.1%,41.1%,56.1%,35.0%,46.1%,0.80
Masters,4,0,4,0.0%,1-8,11.1%,32-52,38.1%,0-0,-,4,52.4%,23.8%,3.1%,6.2%,66.5%,56.6%,41.4%,51.5%,38.0%,44.7%,0.78
Other Tours,45,21,24,46.7%,48-60,44.4%,499-561,47.1%,17-5,77.3%,45,70.6%,22.9%,3.8%,6.1%,57.9%,67.1%,48.7%,59.4%,38.4%,48.9%,0.94
Best of 5,6,2,4,33.3%,6-14,30.0%,72-111,39.3%,2-2,50.0%,6,62.4%,17.9%,4.1%,5.1%,62.7%,65.1%,41.1%,56.1%,35.0%,46.1%,0.80
Best of 3,50,21,29,42.0%,50-70,41.7%,547-630,46.5%,17-6,73.9%,50,69.7%,22.6%,3.8%,6.1%,58.7%,66.4%,48.4%,59.0%,38.3%,48.6%,0.93
Semi-finals,2,0,2,0.0%,0-4,0.0%,12-25,32.4%,0-0,-,2,66.7%,0.0%,2.2%,6.6%,60.6%,61.4%,48.1%,56.2%,27.7%,43.0%,0.63
Quarter-finals,6,2,4,33.3%,6-10,37.5%,67-83,44.7%,2-0,100.0%,6,69.4%,19.7%,3.5%,6.5%,57.3%,66.5%,49.0%,59.0%,36.6%,47.5%,0.89
vs Righties,45,17,28,37.8%,42-70,37.5%,494-601,45.1%,13-7,65.0%,45,68.2%,21.5%,3.1%,5.6%,59.2%,65.2%,47.8%,58.1%,37.9%,48.0%,0.90
vs Lefties,11,6,5,54.5%,14-14,50.0%,125-140,47.2%,6-1,85.7%,11,69.8%,23.2%,6.7%,7.2%,60.1%,69.9%,45.2%,60.1%,37.5%,49.1%,0.94
vs Top 10,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,50.0%,0.0%,11.3%,13.2%,54.7%,58.6%,37.5%,49.1%,28.6%,39.2%,0.56
