Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2017 Roland Garros R64,L vs Edmund,96.3,104.3,11.3,,,123,78,79.9,7.7,,,92,63
2017 Roland Garros R128,W vs Tsonga,99.3,106.1,7.6,109.6,102.4,123,86,83.6,4.7,86.8,81.4,93,70
2016 Australian Open R64,L vs Delbonis,98.8,107.0,8.7,,,123,92,83.0,4.8,,,97,75
Career (3 matches),,98.5,106.1,8.8,109.6,102.4,123,78,82.6,5.4,86.8,81.4,97,63
