Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,26,12,14,46.2%,31-32,49.2%,294-299,49.6%,3-2,60.0%,26,80.1%,18.0%,11.1%,4.0%,59.8%,75.0%,49.8%,64.8%,34.0%,49.5%,0.97
Clay,4,1,3,25.0%,4-7,36.4%,41-54,43.2%,0-0,-,4,63.3%,21.7%,8.4%,7.2%,56.3%,69.5%,37.9%,55.7%,35.8%,46.8%,0.81
Grand Slams,2,0,2,0.0%,3-6,33.3%,30-47,39.0%,1-0,100.0%,2,63.2%,10.5%,7.7%,5.4%,54.8%,69.7%,45.3%,58.7%,32.8%,46.5%,0.79
Masters,14,8,6,57.1%,19-13,59.4%,164-143,53.4%,2-1,66.7%,14,84.2%,21.4%,11.2%,4.9%,60.5%,78.1%,48.1%,66.3%,35.5%,50.9%,1.05
Other Tours,14,5,9,35.7%,13-20,39.4%,141-163,46.4%,0-1,0.0%,14,74.7%,17.4%,11.0%,3.8%,59.1%,71.1%,48.4%,61.9%,33.1%,48.0%,0.87
Best of 5,2,0,2,0.0%,3-6,33.3%,30-47,39.0%,1-0,100.0%,2,63.2%,10.5%,7.7%,5.4%,54.8%,69.7%,45.3%,58.7%,32.8%,46.5%,0.79
Best of 3,28,13,15,46.4%,32-33,49.2%,305-306,49.9%,2-2,50.0%,28,79.5%,19.5%,11.1%,4.4%,59.8%,74.7%,48.2%,64.1%,34.4%,49.5%,0.96
Semi-finals,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-1,0.0%,1,80.0%,0.0%,15.5%,1.7%,69.0%,77.5%,44.4%,67.2%,18.3%,42.4%,0.56
Quarter-finals,2,1,1,50.0%,2-2,50.0%,18-17,51.4%,0-0,-,2,72.2%,29.4%,10.2%,3.9%,61.4%,69.2%,42.9%,59.1%,37.1%,49.1%,0.91
vs Righties,26,11,15,42.3%,31-34,47.7%,293-315,48.2%,3-1,75.0%,26,77.1%,17.9%,10.6%,4.6%,59.2%,74.0%,47.1%,63.0%,34.0%,48.9%,0.92
vs Lefties,3,1,2,33.3%,2-4,33.3%,26-29,47.3%,0-1,0.0%,3,77.8%,18.5%,12.6%,5.0%,57.2%,75.8%,50.0%,64.8%,34.2%,48.3%,0.97
vs Top 10,5,3,2,60.0%,7-6,53.8%,60-61,49.6%,0-1,0.0%,5,78.7%,20.3%,12.0%,3.3%,64.6%,75.4%,43.3%,64.1%,34.4%,49.1%,0.96
