Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),44,1058,93,1712,84,1678,114,1618,120,1546,,,,
2025,63,855,105,1693,94,1663,127,1608,130,1536,,,,
2024,158,376,174,1589,157,1554,188,1515,169,1487,,,,
2023,144,431,133,1634,122,1593,180,1515,,,,,,
2022,299,173,,,,,,,,,,,,
2021,849,20,,,,,,,,,,,,
2020,1051,9,,,,,,,,,2113,2,,
2019,1419,2,,,,,,,,,,,,
