Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Indian Wells R32,L vs Gibson,0.0%,-,3.7%,62.5%,26.7%,33.3%,0.0%,10.9%,11.1%,3.8%,22.2%,-3,66
2026 Dubai R16,W vs Linette,0.0%,-,1.6%,100.0%,34.7%,34.8%,0.0%,7.7%,17.6%,1.9%,25.0%,39,33
2026 Abu Dhabi SF,L vs Bejlek,0.9%,100.0%,14.7%,65.6%,21.3%,27.7%,15.4%,7.4%,16.0%,1.0%,25.0%,44,21
2025 Wuhan R16,L vs Paolini,0.0%,-,3.3%,50.0%,19.4%,35.7%,0.0%,15.9%,27.3%,1.6%,33.3%,42,34
2025 Wuhan R64,W vs Danilovic,0.0%,-,6.6%,60.0%,27.9%,33.3%,12.5%,5.0%,0.0%,2.2%,25.0%,18,46
2025 Seoul R16,W vs Lys,0.0%,-,0.8%,100.0%,15.4%,20.0%,0.0%,5.0%,16.7%,2.9%,0.0%,-8,24
2025 US Open R128,L vs Eala,0.0%,-,5.9%,58.3%,10.2%,8.8%,7.7%,24.6%,58.8%,2.6%,50.0%,-2,45
2025 Montreal QF,W vs Keys,0.0%,-,4.8%,40.0%,14.3%,9.1%,0.0%,0.0%,0.0%,5.8%,16.7%,14,70
2025 Montreal R16,W vs Swiatek,0.0%,-,4.3%,83.3%,15.1%,30.0%,100.0%,26.3%,57.1%,1.8%,0.0%,29,54
2025 Washington QF,L vs Kalinskaya,0.0%,-,8.9%,41.7%,16.7%,40.0%,0.0%,6.7%,14.3%,0.8%,0.0%,-34,23
2025 Wimbledon R16,L vs Swiatek,0.0%,-,4.8%,50.0%,14.7%,40.0%,0.0%,12.1%,0.0%,0.0%,-,0,-11
2025 Wimbledon R64,W vs Kalinskaya,0.0%,-,2.1%,100.0%,22.0%,40.0%,0.0%,22.2%,16.7%,3.7%,0.0%,-19,29
2025 Bad Homburg R16,L vs Andreeva,7.4%,50.0%,16.4%,64.0%,11.1%,15.4%,50.0%,15.6%,21.7%,1.1%,0.0%,100,90
2025 Roland Garros R32,L vs Anisimova,0.0%,-,3.8%,100.0%,11.9%,21.4%,0.0%,4.9%,0.0%,5.1%,66.7%,-43,-10
2025 Rome R16,L vs Andreeva,0.0%,-,12.2%,58.3%,14.3%,38.5%,0.0%,6.4%,12.0%,1.5%,40.0%,-10,-2
2025 Madrid R64,L vs Bencic,0.0%,-,3.5%,40.0%,34.4%,42.3%,0.0%,2.6%,0.0%,3.8%,42.9%,108,102
2025 Indian Wells R32,L vs Andreeva,0.0%,-,12.8%,54.5%,9.7%,30.8%,0.0%,7.1%,6.3%,2.1%,0.0%,108,83
2025 Dubai F,L vs Andreeva,1.5%,0.0%,12.4%,58.8%,15.4%,21.1%,100.0%,10.1%,25.0%,1.8%,50.0%,13,12
2025 Dubai SF,W vs Muchova,0.0%,-,11.6%,72.0%,22.9%,32.0%,0.0%,13.2%,30.0%,3.0%,12.5%,80,78
2025 Dubai QF,W vs Noskova,0.0%,-,5.1%,50.0%,22.0%,14.3%,100.0%,11.1%,22.2%,3.4%,50.0%,43,34
Last 52 Weeks (16 matches),,0.6%,57.1%,6.6%,62.3%,19.5%,28.0%,14.1%,10.7%,19.9%,2.3%,28.6%,17,37
Career (56 matches),,0.3%,50.0%,7.4%,64.0%,18.1%,24.9%,19.5%,10.6%,24.4%,2.2%,37.5%,27,36
