Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,16,8,8,50.0%,21-15,58.3%,190-168,53.1%,3-3,50.0%,16,73.7%,32.6%,10.1%,4.1%,62.3%,71.2%,43.4%,60.7%,42.5%,51.4%,1.08,SF (Abu Dhabi)
2025,58,36,22,62.1%,78-53,59.5%,683-611,52.8%,13-12,52.0%,58,74.6%,31.0%,8.4%,4.9%,59.1%,69.5%,47.6%,60.5%,42.1%,51.3%,1.07,W (Auckland)
2024,33,15,18,45.5%,40-42,48.8%,393-383,50.6%,4-5,44.4%,31,68.0%,32.6%,7.4%,6.9%,58.1%,68.9%,42.7%,57.9%,42.2%,50.1%,1.00,QF (Osaka)
2023,21,13,8,61.9%,28-17,62.2%,219-186,54.1%,3-1,75.0%,17,67.3%,36.0%,3.8%,4.7%,59.2%,64.1%,47.2%,57.2%,43.3%,50.2%,1.01,QF (Linz)
2022,18,7,11,38.9%,17-19,47.2%,165-172,49.0%,1-3,25.0%,17,68.3%,30.7%,5.0%,3.8%,58.7%,64.9%,48.0%,57.9%,41.3%,49.6%,0.98,QF (Melbourne 2)
2021,29,19,10,65.5%,41-24,63.1%,332-276,54.6%,3-4,42.9%,29,71.6%,37.6%,6.5%,4.1%,57.0%,67.3%,49.0%,59.4%,44.5%,51.8%,1.10,W (2x)
2020,6,4,2,66.7%,8-5,61.5%,68-55,55.3%,1-0,100.0%,6,73.8%,34.4%,3.9%,2.3%,66.8%,65.2%,49.3%,59.9%,42.5%,51.6%,1.06,
2019,3,0,3,0.0%,1-6,14.3%,30-45,40.0%,1-2,33.3%,3,57.1%,24.3%,2.9%,3.7%,69.4%,61.2%,40.0%,54.7%,37.3%,46.0%,0.82,
2018,3,2,1,66.7%,5-2,71.4%,37-28,56.9%,1-1,50.0%,3,62.5%,54.8%,0.9%,5.7%,68.2%,59.7%,41.8%,54.0%,51.0%,52.4%,1.11,
Career,187,104,83,55.6%,239-183,56.6%,2117-1924,52.4%,30-31,49.2%,180,71.1%,33.2%,7.0%,4.9%,59.4%,67.9%,46.4%,59.1%,42.6%,50.9%,1.04,
