Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Indian Wells R32,L vs Gibson,44.3%,54.8%,43.3%,58.0%,71.6%,52.9%,58.8%,34.0%,25.0%,13.3%,16.7%,30.8%,18.8%,57.1%,-,17
2026 Dubai R16,W vs Linette,20.0%,38.0%,67.6%,38.1%,71.4%,84.6%,30.0%,36.4%,-,7.7%,15.4%,58.3%,0.0%,53.3%,100.0%,-39
2026 Abu Dhabi SF,L vs Bejlek,13.9%,29.6%,49.4%,15.1%,31.5%,51.6%,70.6%,28.2%,33.3%,12.9%,29.0%,44.4%,86.7%,50.0%,100.0%,13
2025 Wuhan R16,L vs Paolini,26.3%,35.1%,35.1%,29.0%,41.9%,27.3%,41.2%,28.6%,0.0%,28.6%,33.3%,46.7%,0.0%,16.7%,0.0%,1
2025 Wuhan R64,W vs Danilovic,35.1%,49.1%,61.8%,41.0%,61.5%,65.2%,63.2%,45.0%,33.3%,26.7%,26.7%,54.5%,0.0%,0.0%,0.0%,97
2025 Seoul R16,W vs Lys,31.1%,39.3%,39.0%,42.1%,50.0%,40.9%,47.4%,36.8%,0.0%,13.6%,22.7%,36.8%,0.0%,35.7%,100.0%,-51
2025 US Open R128,L vs Eala,30.6%,36.9%,39.4%,42.5%,49.3%,42.9%,46.9%,22.0%,14.3%,9.4%,15.6%,34.5%,18.2%,14.3%,0.0%,-28
2025 Montreal QF,W vs Keys,40.7%,45.8%,57.6%,45.0%,50.0%,59.1%,38.1%,42.1%,33.3%,35.3%,41.2%,54.5%,40.0%,25.0%,-,23
2025 Montreal R16,W vs Swiatek,27.5%,35.0%,51.9%,36.2%,46.8%,60.0%,47.4%,32.1%,33.3%,17.2%,20.7%,41.7%,28.6%,60.0%,-,42
2025 Washington QF,L vs Kalinskaya,29.7%,35.1%,29.8%,34.0%,42.6%,29.0%,44.0%,40.9%,75.0%,27.3%,27.3%,31.3%,40.0%,58.3%,66.7%,119
2025 Wimbledon R16,L vs Swiatek,16.3%,25.6%,41.2%,21.1%,42.1%,46.7%,88.9%,40.0%,-,13.6%,13.6%,36.8%,33.3%,30.0%,75.0%,-3
2025 Wimbledon R64,W vs Kalinskaya,39.4%,50.0%,43.6%,45.2%,57.1%,52.2%,68.8%,46.2%,-,30.4%,39.1%,31.3%,10.0%,38.5%,100.0%,-54
2025 Bad Homburg R16,L vs Andreeva,26.2%,39.3%,45.0%,30.5%,45.8%,51.2%,71.0%,28.6%,50.0%,17.4%,26.1%,31.6%,25.0%,13.3%,0.0%,-7
2025 Roland Garros R32,L vs Anisimova,32.9%,39.0%,38.0%,35.6%,44.4%,44.8%,35.3%,42.9%,60.0%,34.4%,37.5%,28.6%,47.1%,26.7%,50.0%,59
2025 Rome R16,L vs Andreeva,23.2%,31.6%,48.5%,27.3%,41.8%,57.5%,35.7%,11.1%,0.0%,20.0%,20.0%,35.7%,33.3%,15.0%,33.3%,47
2025 Madrid R64,L vs Bencic,28.6%,50.8%,56.4%,36.4%,69.7%,71.4%,42.9%,36.8%,-,25.0%,37.5%,38.9%,0.0%,41.7%,100.0%,111
2025 Indian Wells R32,L vs Andreeva,18.8%,29.2%,35.1%,22.2%,40.7%,42.9%,35.3%,20.0%,0.0%,15.8%,15.8%,25.0%,0.0%,38.5%,50.0%,11
2025 Dubai F,L vs Andreeva,16.7%,27.3%,43.1%,21.6%,35.1%,51.7%,47.6%,18.8%,0.0%,12.0%,20.0%,31.8%,14.3%,16.7%,0.0%,0
2025 Dubai SF,W vs Muchova,29.7%,40.5%,50.7%,36.9%,52.3%,58.5%,48.5%,37.5%,25.0%,22.0%,26.8%,40.6%,15.4%,32.1%,50.0%,27
2025 Dubai QF,W vs Noskova,36.5%,51.4%,40.0%,46.7%,64.4%,45.8%,40.0%,48.0%,0.0%,22.2%,33.3%,33.3%,8.3%,40.0%,33.3%,-21
Last 52 Weeks (16 matches),,29.4%,39.8%,46.2%,36.7%,50.5%,51.1%,52.5%,33.2%,30.8%,20.0%,25.7%,39.0%,26.8%,33.3%,50.0%,41
Career (56 matches),,25.5%,35.9%,47.4%,32.8%,46.3%,51.3%,43.6%,38.9%,42.6%,16.4%,22.8%,42.2%,18.5%,46.3%,58.9%,29
