Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,11,7,4,63.6%,2,0,2,0.0%,2022,2026,R32,11,1.11,7.9%,3.8%,59.7%,71.3%,48.0%,61.9%,42.4%,60.0%,63.0%
Roland Garros,5,Clay,20,15,5,75.0%,6,4,2,66.7%,2020,2025,R16,20,1.10,3.0%,5.0%,61.5%,63.9%,46.2%,57.1%,47.0%,59.2%,46.9%
Wimbledon,5,Grass,10,5,5,50.0%,3,2,1,66.7%,2021,2025,R16,10,0.99,9.8%,4.9%,58.5%,70.8%,48.2%,61.5%,38.1%,54.9%,39.6%
US Open,5,Hard,8,3,5,37.5%,4,2,2,50.0%,2021,2025,R64,8,0.89,6.3%,6.3%,58.7%,60.6%,46.2%,54.6%,40.5%,55.4%,41.5%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2024,2024,R64,1,0.64,1.9%,13.2%,52.8%,64.3%,40.0%,52.8%,30.0%,42.9%,100.0%
Fed Cup,3,,9,5,4,55.6%,5,2,3,40.0%,2018,2020,,9,1.10,3.6%,3.9%,67.6%,64.9%,46.1%,58.8%,45.4%,63.1%,50.0%
Miami,4,Hard,8,4,4,50.0%,3,2,1,66.7%,2022,2026,R32,8,1.06,9.5%,4.8%,60.6%,68.5%,51.5%,61.8%,40.5%,66.1%,40.0%
Indian Wells,4,Hard,8,4,4,50.0%,6,3,3,50.0%,2022,2026,R32,8,1.03,8.3%,4.1%,57.6%,74.5%,40.6%,60.1%,41.2%,60.6%,40.6%
Dubai,3,Hard,12,9,3,75.0%,7,5,2,71.4%,2022,2026,F,12,1.14,10.2%,5.5%,56.9%,75.7%,44.3%,62.1%,43.2%,62.0%,43.4%
Doha,3,Hard,4,1,3,25.0%,0,0,0,-,2022,2026,R32,4,0.73,7.1%,4.4%,60.1%,57.3%,38.4%,49.7%,36.6%,36.0%,31.6%
Ningbo,2,Hard,3,1,2,33.3%,1,0,1,0.0%,2023,2025,R16,3,1.16,8.4%,3.4%,61.2%,69.7%,50.7%,62.4%,43.6%,58.8%,55.6%
Wuhan,2,Hard,4,2,2,50.0%,0,0,0,-,2019,2025,R16,4,1.16,8.1%,7.3%,55.8%,63.4%,58.3%,61.2%,44.9%,64.3%,35.9%
