Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Indian Wells R32,L vs Gibson,3.0,2.7,3.4,56.6%,35.7%,29.4%,33.3%,43.0%,43.0%,7.0,9.5,5.5,7.4
2026 Dubai R16,W vs Linette,3.9,3.9,3.9,56.9%,60.6%,69.2%,33.3%,48.1%,24.5%,26.0,28.0,8.0,9.6
2026 Abu Dhabi SF,L vs Bejlek,4.6,4.5,4.6,44.0%,58.3%,45.8%,36.0%,45.5%,19.0%,22.0,12.1,-3.5,-2.0
2025 Wuhan R16,L vs Paolini,3.8,3.4,4.2,48.5%,43.6%,45.5%,50.0%,50.5%,16.8%,5.5,6.1,5.5,7.5
2025 Wuhan R64,W vs Danilovic,3.0,2.7,3.2,55.3%,57.6%,50.0%,66.7%,46.2%,22.0%,12.0,14.3,-2.5,-3.3
2025 Seoul R16,W vs Lys,3.7,3.5,4.0,61.3%,54.3%,40.0%,25.0%,49.8%,31.1%,8.0,8.7,-4.0,-5.9
2025 US Open R128,L vs Eala,3.7,3.2,4.3,53.2%,43.8%,54.5%,54.5%,50.2%,25.2%,3.5,2.5,9.5,8.6
2025 Montreal QF,W vs Keys,2.7,3.0,2.4,63.2%,40.9%,75.0%,66.7%,63.5%,36.8%,8.0,14.0,-0.5,-2.3
2025 Montreal R16,W vs Swiatek,3.1,3.3,3.0,58.2%,50.0%,50.0%,25.0%,44.8%,32.2%,9.5,14.8,10.5,17.5
2025 Washington QF,L vs Kalinskaya,2.9,3.0,2.7,50.0%,36.4%,14.3%,33.3%,45.9%,31.9%,7.0,12.5,-1.0,-2.0
2025 Wimbledon R16,L vs Swiatek,3.4,4.3,2.5,42.6%,22.2%,100.0%,14.3%,44.1%,27.4%,-1.0,-2.6,1.5,3.4
2025 Wimbledon R64,W vs Kalinskaya,3.1,2.7,3.4,53.7%,52.8%,14.3%,60.0%,50.3%,39.5%,5.5,7.9,6.5,13.5
2025 Bad Homburg R16,L vs Andreeva,3.3,3.7,2.7,46.1%,44.4%,47.1%,33.3%,40.6%,15.0%,-3.5,-5.2,-7.0,-7.9
2025 Roland Garros R32,L vs Anisimova,3.0,3.1,3.0,51.5%,38.6%,50.0%,0.0%,37.7%,24.8%,-3.5,-6.7,-5.0,-6.3
2025 Rome R16,L vs Andreeva,4.1,4.1,4.0,46.3%,46.8%,32.0%,62.5%,39.4%,21.0%,3.5,3.2,-8.5,-5.4
2025 Madrid R64,L vs Bencic,3.1,2.6,3.5,50.0%,40.0%,28.6%,60.0%,51.4%,29.2%,11.5,13.2,-1.0,-1.7
2025 Indian Wells R32,L vs Andreeva,4.1,4.0,4.2,46.5%,17.2%,50.0%,50.0%,59.3%,10.2%,-5.5,-7.1,-8.5,-16.0
2025 Dubai F,L vs Andreeva,4.1,4.2,4.1,43.2%,42.4%,52.9%,38.5%,50.4%,20.7%,8.0,7.8,1.5,1.7
2025 Dubai SF,W vs Muchova,3.3,3.2,3.4,52.2%,53.6%,52.4%,0.0%,47.8%,16.4%,13.0,11.0,2.0,1.9
2025 Dubai QF,W vs Noskova,3.0,2.8,3.2,53.8%,46.3%,33.3%,66.7%,50.3%,27.6%,14.0,17.9,-9.5,-16.1
Last 52 Weeks (16 matches),,3.5,3.4,3.5,52.4%,46.5%,44.5%,42.0%,46.3%,26.1%,7.6,8.9,0.9,1.1
Career (56 matches),,3.7,3.7,3.7,52.0%,49.3%,48.8%,49.0%,49.2%,21.3%,8.5,8.7,2.5,2.9
