Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Indian Wells R32,L vs Gibson,74.5%,34.2%,4.9%,5/0,2.31,10.0%,75.8%,24.0%,4.5%,2.20,17.6%,83.9%,53.8%,6.5%,2.46,0.0%
2026 Dubai R16,W vs Linette,72.7%,60.7%,3.9%,0/3,2.26,8.1%,72.5%,65.5%,0.0%,2.01,23.1%,81.8%,55.6%,9.1%,2.40,0.0%
2026 Abu Dhabi SF,L vs Bejlek,80.9%,48.3%,3.6%,2/2,2.30,9.0%,79.7%,47.6%,1.3%,2.28,9.7%,86.7%,50.0%,10.0%,2.34,7.4%
2025 Wuhan R16,L vs Paolini,83.1%,50.0%,4.6%,1/2,2.65,21.6%,85.4%,48.6%,2.4%,2.59,36.4%,82.6%,52.6%,8.7%,2.73,0.0%
2025 Wuhan R64,W vs Danilovic,69.1%,55.4%,1.1%,1/0,2.16,26.5%,71.4%,48.6%,0.0%,1.95,39.1%,78.9%,63.3%,2.6%,2.62,0.0%
2025 Seoul R16,W vs Lys,77.6%,57.7%,6.0%,0/4,2.43,2.4%,82.9%,52.9%,4.9%,2.48,4.5%,90.0%,66.7%,10.0%,2.38,0.0%
2025 US Open R128,L vs Eala,79.8%,50.7%,10.6%,0/10,2.57,5.7%,85.9%,47.3%,6.3%,2.58,7.3%,80.0%,60.0%,24.0%,2.56,3.4%
2025 Montreal QF,W vs Keys,63.0%,51.7%,4.3%,1/1,2.83,21.2%,60.7%,47.1%,3.6%,2.75,31.8%,85.7%,58.3%,7.1%,2.99,0.0%
2025 Montreal R16,W vs Swiatek,67.2%,53.7%,6.6%,1/3,2.46,9.3%,68.6%,50.0%,2.9%,2.41,16.7%,81.0%,58.8%,14.3%,2.51,0.0%
2025 Washington QF,L vs Kalinskaya,60.7%,48.6%,9.8%,2/4,2.24,23.4%,61.5%,50.0%,10.3%,2.20,32.3%,81.3%,46.2%,12.5%,2.33,6.3%
2025 Wimbledon R16,L vs Swiatek,50.0%,30.0%,10.0%,2/2,2.52,9.1%,52.0%,15.4%,4.0%,2.19,21.4%,70.0%,57.1%,30.0%,2.79,0.0%
2025 Wimbledon R64,W vs Kalinskaya,68.8%,50.9%,6.5%,2/3,2.31,20.5%,71.7%,50.0%,3.8%,2.15,26.1%,75.0%,53.3%,15.0%,2.53,12.5%
2025 Bad Homburg R16,L vs Andreeva,50.0%,50.0%,2.9%,2/0,2.10,41.7%,56.3%,48.1%,2.1%,2.11,61.0%,41.2%,57.1%,5.9%,2.09,0.0%
2025 Roland Garros R32,L vs Anisimova,80.0%,43.3%,6.7%,3/2,2.58,2.0%,79.2%,42.1%,2.1%,2.52,3.6%,88.0%,45.5%,16.0%,2.67,0.0%
2025 Rome R16,L vs Andreeva,70.3%,43.7%,2.0%,0/2,2.04,19.1%,67.2%,40.0%,0.0%,1.94,30.0%,86.7%,50.0%,6.7%,2.19,3.6%
2025 Madrid R64,L vs Bencic,68.4%,44.4%,2.5%,0/2,2.03,17.9%,69.1%,42.1%,0.0%,1.81,28.6%,76.2%,50.0%,9.5%,2.29,5.6%
2025 Indian Wells R32,L vs Andreeva,71.1%,33.3%,5.3%,1/1,2.50,16.2%,70.8%,35.3%,0.0%,2.54,28.6%,76.9%,30.0%,15.4%,2.45,0.0%
2025 Dubai F,L vs Andreeva,64.8%,47.8%,8.5%,3/3,2.31,19.6%,64.4%,41.4%,4.4%,2.38,31.0%,81.0%,58.8%,19.0%,2.22,4.5%
2025 Dubai SF,W vs Muchova,75.2%,51.9%,4.8%,2/3,2.22,14.7%,77.0%,46.8%,1.6%,2.02,22.2%,74.4%,59.4%,9.3%,2.46,6.3%
2025 Dubai QF,W vs Noskova,68.7%,50.9%,7.2%,4/2,1.97,13.6%,67.9%,50.0%,1.8%,2.05,26.1%,90.5%,52.6%,23.8%,1.88,0.0%
Last 52 Weeks (16 matches),,71.2%,48.5%,5.1%,35.5%,2.35,15.1%,72.6%,45.1%,2.8%,2.27,23.8%,80.5%,54.8%,10.7%,2.46,2.5%
Career (56 matches),,72.8%,51.9%,5.9%,42.5%,2.39,11.6%,73.9%,47.8%,3.2%,2.34,18.7%,82.5%,59.4%,12.3%,2.45,2.2%
