Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,134,77,57,57.5%,175-127,57.9%,1527-1357,52.9%,22-24,47.8%,133,72.6%,33.5%,7.6%,4.7%,59.0%,69.0%,47.0%,60.0%,42.8%,51.3%,1.07
Clay,37,20,17,54.1%,46-39,54.1%,419-392,51.7%,5-3,62.5%,33,64.6%,36.5%,3.9%,5.4%,60.7%,63.1%,44.8%,55.9%,44.3%,50.1%,1.00
Grass,14,6,8,42.9%,15-15,50.0%,142-152,48.3%,3-3,50.0%,14,72.8%,22.5%,9.3%,4.9%,60.6%,69.4%,45.0%,59.8%,37.4%,48.6%,0.93
Grand Slams,40,22,18,55.0%,49-43,53.3%,466-445,51.2%,6-6,50.0%,40,68.4%,33.4%,6.3%,5.0%,60.5%,65.9%,45.5%,57.8%,42.6%,50.3%,1.01
Premiers,29,12,17,41.4%,33-36,47.8%,324-334,49.2%,3-7,30.0%,29,68.4%,31.0%,7.8%,5.1%,60.4%,67.2%,42.8%,57.6%,41.3%,49.6%,0.97
Internationals,56,35,21,62.5%,76-48,61.3%,628-536,54.0%,9-6,60.0%,55,71.6%,36.5%,6.8%,4.7%,57.6%,68.1%,48.8%,59.9%,44.0%,51.8%,1.10
Finals,5,3,2,60.0%,4-6,40.0%,47-50,48.5%,0-2,0.0%,5,66.0%,33.3%,8.3%,3.2%,54.8%,65.5%,46.1%,56.7%,43.1%,49.6%,1.00
Semi-finals,8,5,3,62.5%,11-9,55.0%,103-99,51.0%,1-2,33.3%,8,73.0%,29.3%,7.6%,4.3%,59.7%,72.0%,43.3%,60.4%,41.0%,50.2%,1.04
Quarter-finals,16,8,8,50.0%,18-15,54.5%,160-150,51.6%,2-0,100.0%,15,74.7%,29.1%,7.3%,5.1%,58.8%,66.7%,50.1%,59.9%,41.5%,50.3%,1.04
vs Righties,169,95,74,56.2%,216-164,56.8%,1907-1724,52.5%,28-28,50.0%,162,71.7%,32.9%,7.1%,4.8%,59.2%,68.0%,46.8%,59.4%,42.4%,50.9%,1.04
vs Lefties,14,7,7,50.0%,17-15,53.1%,162-158,50.6%,1-2,33.3%,14,68.8%,33.1%,6.8%,5.2%,60.7%,68.2%,43.0%,58.3%,42.8%,50.3%,1.03
vs Top 10,18,5,13,27.8%,17-26,39.5%,187-213,46.8%,2-2,50.0%,18,68.3%,25.2%,5.0%,4.3%,60.8%,65.4%,44.7%,57.3%,39.2%,48.6%,0.92
