Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,35,18,17,51.4%,46-34,57.5%,418-365,53.4%,5-9,35.7%,35,74.7%,32.3%,9.1%,4.7%,60.7%,70.2%,47.3%,61.2%,42.3%,51.6%,1.09
Clay,9,4,5,44.4%,10-12,45.5%,114-112,50.4%,1-2,33.3%,9,70.2%,33.0%,4.2%,5.2%,59.7%,64.7%,47.3%,57.7%,42.7%,50.3%,1.01
Grass,9,6,3,66.7%,13-8,61.9%,105-99,51.5%,2-1,66.7%,9,77.0%,25.7%,10.3%,5.1%,61.7%,69.6%,46.6%,60.8%,39.3%,50.0%,1.00
Grand Slams,11,7,4,63.6%,16-11,59.3%,144-131,52.4%,3-3,50.0%,11,69.9%,35.3%,8.2%,4.3%,60.8%,66.8%,46.4%,58.8%,43.8%,51.4%,1.06
Premiers,13,5,8,38.5%,14-17,45.2%,149-152,49.5%,1-4,20.0%,13,68.5%,31.7%,6.0%,4.6%,63.9%,65.8%,42.0%,57.2%,41.2%,49.6%,0.96
Internationals,4,2,2,50.0%,5-4,55.6%,47-44,51.6%,0-0,-,4,73.3%,30.4%,9.9%,7.7%,55.8%,65.4%,50.4%,58.8%,42.1%,50.0%,1.02
Semi-finals,2,0,2,0.0%,1-4,20.0%,24-30,44.4%,0-1,0.0%,2,61.5%,29.6%,2.3%,4.0%,64.4%,62.5%,43.5%,55.7%,38.0%,46.5%,0.86
Quarter-finals,6,2,4,33.3%,5-8,38.5%,55-64,46.2%,0-0,-,6,66.7%,25.4%,6.3%,7.3%,61.8%,64.8%,43.8%,56.8%,39.8%,48.4%,0.92
vs Righties,48,26,22,54.2%,62-48,56.4%,564-509,52.6%,7-11,38.9%,48,75.1%,30.6%,8.5%,4.8%,60.0%,69.7%,47.5%,60.8%,41.4%,51.1%,1.06
vs Lefties,5,2,3,40.0%,7-6,53.8%,73-67,52.1%,1-1,50.0%,5,67.6%,37.1%,6.7%,5.6%,65.5%,64.6%,44.7%,57.7%,44.6%,51.1%,1.06
vs Top 10,8,3,5,37.5%,10-10,50.0%,87-91,48.9%,1-0,100.0%,8,73.6%,22.2%,5.2%,4.3%,60.1%,69.1%,49.1%,61.1%,37.7%,49.5%,0.97
