Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2023 ITF Trnava R32,W vs Korpatsch,4.1,3.9,4.2,62.1%,41.4%,64.7%,87.5%,43.9%,10.9%,7.5,9.6,8.0,9.0
2021 Gdynia R32,W vs Bondarenko,3.1,2.5,3.6,66.1%,66.7%,100.0%,50.0%,41.3%,8.2%,9.5,22.6,7.0,12.5
Career (2 matches),,3.6,3.3,3.9,64.1%,51.1%,73.9%,80.0%,43.0%,9.9%,8.5,14.2,7.5,10.3
