Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2023 W60 Trnava R32,W vs Korpatsch,78% (7/9),71% (5/7),2/2,33% (3/9),33% (1/3),3/4,1/2,0/0,1/1,0/0
2021 Gdynia R32,W vs Bondarenko,86% (6/7),100% (6/6),1/1,29% (2/7),50% (1/2),5/6,2/2,0/0,1/1,0/0
2019 W25 Grodzisk Mazowiecki R32,L vs Leykina,33% (3/9),100% (3/3),1/4,67% (6/9),0% (0/6),0/3,0/0,1/3,0/0,1/2
2019 W25 Bytom R32,L vs Galfi,14% (1/7),0% (0/1),0/5,71% (5/7),0% (0/5),0/0,0/0,1/1,0/0,1/1
2019 W15 Sharm El Sheikh R16,L vs Celik,56% (9/16),78% (7/9),4/6,56% (9/16),22% (2/9),1/6,0/2,1/1,0/0,1/1
2019 W15 Sharm El Sheikh R32,W vs Podlinska,45% (5/11),80% (4/5),1/2,27% (3/11),33% (1/3),3/4,2/2,1/1,1/1,0/0
2019 W15 Sharm El Sheikh R32,L vs Daniels Sierra,40% (4/10),50% (2/4),1/4,40% (4/10),0% (0/4),2/2,0/1,1/1,0/0,0/0
2019 W15 Sharm El Sheikh R32,L vs Hoedt,33% (3/9),100% (3/3),3/6,88% (7/8),14% (1/7),1/3,0/0,1/1,0/0,1/1
2019 W15 Sharm El Sheikh R32,L vs Helgo,36% (4/11),100% (4/4),2/4,64% (7/11),14% (1/7),1/4,0/1,0/2,0/0,0/1
2023 (1 matches),,77.8%,71.4%,100.0%,33.3%,33.3%,75.0%,50.0%,-,100.0%,-
2021 (1 matches),,85.7%,100.0%,100.0%,28.6%,50.0%,83.3%,100.0%,-,100.0%,-
2019 (7 matches),,39.7%,79.3%,38.7%,56.9%,12.2%,36.4%,33.3%,60.0%,100.0%,66.7%
Career (9 matches),,47.2%,81.0%,44.1%,52.3%,15.2%,50.0%,50.0%,60.0%,100.0%,66.7%
