Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2016 Melilla $10K QF,W vs Burillo Escorihuela,1.10,1.27,59.3,2.8,0.0%,47.5%,0.0%,59.0%,56.4%,51.4%
2016 Hammamet $10K R16,W vs Adamescu,1.09,1.41,52.4,3.3,0.0%,54.8%,0.0%,58.6%,57.1%,54.5%
2016 Hammamet $10K QF,L vs Moratelli,0.98,0.53,52.1,2.1,3.1%,56.3%,0.0%,53.3%,32.0%,16.7%
2016 Hammamet $10K R32,W vs Devits,1.14,1.65,41.0,2.1,0.0%,52.4%,5.0%,75.0%,48.6%,57.6%
2016 St Poelten $10K R32,L vs Miklova,0.94,0.71,53.1,2.2,3.2%,48.4%,0.0%,53.6%,41.9%,32.1%
2016 Lisbon $10K R32,W vs Pradova,1.15,1.30,54.3,2.5,2.6%,66.7%,2.6%,44.7%,51.4%,48.6%
2016 Antalya $10K R16,L vs Fayol,1.05,0.84,66.3,7.3,0.0%,50.0%,0.0%,43.6%,44.0%,40.8%
2016 Antalya $10K R32,W vs Vulpio,1.08,1.52,42.9,2.5,0.0%,71.0%,0.0%,62.1%,46.3%,47.4%
2016 Antalya $10K R32,L vs Zlochova,0.97,0.89,77.4,2.3,1.6%,54.1%,0.0%,46.6%,43.1%,47.9%
2016 Tucepi $10K R32,L vs Milosavljevic,0.98,0.83,64.1,8.2,0.0%,42.6%,2.4%,45.2%,39.0%,56.1%
2016 Antalya $10K R16,W vs Potocnik,1.26,1.20,75.7,5.5,2.1%,48.9%,4.4%,48.9%,47.4%,50.0%
2016 Antalya $10K R32,W vs Bukta,1.01,1.23,67.9,2.2,0.0%,61.0%,0.0%,55.3%,44.7%,56.8%
2016 Antalya $10K R16,L vs Cuk,0.98,0.55,38.8,2.2,0.0%,31.8%,0.0%,36.8%,33.3%,40.9%
2015 Rabat $10K R16,L vs Al Nabhani,0.94,0.59,41.3,2.1,3.4%,44.8%,0.0%,44.4%,30.8%,39.1%
2015 Rabat $10K R32,W vs Hadab,1.18,1.28,56.3,2.3,0.0%,53.5%,0.0%,46.3%,51.3%,57.1%
2014 Bol 10K QF,L vs Lukas,1.06,0.45,40.0,2.2,-,33.3%,-,53.8%,21.1%,27.8%
2013 Dubrovnik 10K R16,L vs Bukta,0.91,0.58,36.5,2.4,3.7%,51.9%,0.0%,24.0%,37.5%,40.9%
2012 Djibouti 10K R32,L vs Andrady,0.90,0.71,50.0,3.0,-,59.0%,-,41.2%,32.1%,46.2%
2011 Djibouti 10K R16,W vs Kapoor,1.04,1.31,51.9,2.0,-,53.3%,-,60.7%,44.1%,65.6%
2011 Djibouti 10K R32,W vs Deshmukh,0.97,2.03,40.6,2.2,-,66.7%,-,75.0%,57.1%,66.7%
2016 (13 matches),,1.06,1.03,59.8,2.8,1.0%,53.0%,1.1%,51.5%,45.3%,47.6%
2015 (2 matches),,1.09,0.97,50.3,2.2,1.4%,50.0%,0.0%,45.6%,43.1%,50.0%
2014 (1 matches),,1.06,0.45,40.0,2.2,-,33.3%,-,53.8%,21.1%,27.8%
2013 (1 matches),,0.91,0.58,36.5,2.4,3.7%,51.9%,0.0%,24.0%,37.5%,40.9%
2012 (1 matches),,0.90,0.71,50.0,3.0,-,59.0%,-,41.2%,32.1%,46.2%
Career (20 matches),,1.05,1.00,56.0,2.6,1.2%,52.6%,0.9%,50.5%,43.9%,48.4%
