Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2016 Melilla $10K QF,W vs Burillo Escorihuela,50% (6/12),38% (6/16),2/4,1/3,71% (10/14),0/0,0/0,- (0/0),- (0/0)
2016 Hammamet $10K R16,W vs Adamescu,100% (6/6),67% (6/9),2/5,1/1,67% (6/9),0/0,0/0,40% (2/5),83% (5/6)
2016 Hammamet $10K QF,L vs Moratelli,46% (6/13),50% (1/2),0/0,0/0,50% (3/6),0/2,0/1,- (0/0),- (0/0)
2016 Hammamet $10K R32,W vs Devits,75% (6/8),50% (6/12),2/5,1/2,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2016 St Poelten $10K R32,L vs Miklova,42% (5/12),50% (3/6),0/0,0/0,17% (1/6),0/2,0/1,- (0/0),- (0/0)
2016 Lisbon $10K R32,W vs Pradova,41% (7/17),31% (5/16),2/3,1/1,43% (3/7),1/2,0/0,- (0/0),- (0/0)
2016 Antalya $10K R16,L vs Fayol,67% (6/9),45% (5/11),1/2,0/0,30% (3/10),1/3,0/1,- (0/0),- (0/0)
2016 Antalya $10K R32,W vs Vulpio,67% (8/12),44% (4/9),2/3,1/1,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2016 Antalya $10K R32,L vs Zlochova,47% (7/15),46% (6/13),1/2,0/0,61% (14/23),2/4,1/2,83% (5/6),33% (2/6)
2016 Tucepi $10K R32,L vs Milosavljevic,60% (6/10),55% (6/11),1/1,0/0,50% (8/16),7/9,3/4,- (0/0),- (0/0)
2016 Antalya $10K R16,W vs Potocnik,37% (7/19),75% (6/8),2/6,1/2,40% (4/10),0/1,0/0,- (0/0),- (0/0)
2016 Antalya $10K R32,W vs Bukta,54% (7/13),83% (5/6),2/7,1/1,57% (4/7),3/3,0/0,63% (5/8),50% (4/8)
2016 Antalya $10K R16,L vs Cuk,25% (1/4),33% (1/3),0/0,0/0,25% (2/8),0/2,0/1,- (0/0),- (0/0)
2015 Rabat $10K R16,L vs Al Nabhani,43% (3/7),67% (2/3),0/0,0/0,44% (4/9),1/3,1/2,- (0/0),- (0/0)
2015 Rabat $10K R32,W vs Hadab,40% (6/15),54% (7/13),2/4,1/2,55% (6/11),0/1,0/0,- (0/0),- (0/0)
2014 Bol 10K QF,L vs Lukas,33% (3/9),100% (1/1),0/0,0/0,38% (3/8),0/2,0/1,- (0/0),- (0/0)
2013 Dubrovnik 10K R16,L vs Bukta,67% (2/3),100% (2/2),0/0,0/0,50% (6/12),1/3,0/1,- (0/0),- (0/0)
2012 Djibouti 10K R32,L vs Andrady,38% (5/13),67% (2/3),0/0,0/0,62% (8/13),1/3,1/2,- (0/0),- (0/0)
2011 Djibouti 10K R16,W vs Kapoor,60% (6/10),67% (6/9),2/4,1/3,20% (1/5),0/0,0/0,- (0/0),- (0/0)
2011 Djibouti 10K R32,W vs Deshmukh,88% (7/8),56% (5/9),2/2,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2016 (13 matches),,52.0%,49.2%,44.7%,63.6%,48.8%,50.0%,40.0%,63.2%,55.0%
2015 (2 matches),,40.9%,56.3%,50.0%,50.0%,50.0%,25.0%,50.0%,-,-
2014 (1 matches),,33.3%,100.0%,-,-,37.5%,0.0%,0.0%,-,-
2013 (1 matches),,66.7%,100.0%,-,-,50.0%,33.3%,0.0%,-,-
2012 (1 matches),,38.5%,66.7%,-,-,61.5%,33.3%,50.0%,-,-
Career (20 matches),,51.2%,52.5%,47.9%,58.8%,48.6%,42.5%,37.5%,63.2%,55.0%
