Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,0,,,,,,,,,,,,R32 (W40 Split)
2022,20,7,13,35.0%,16-25,39.0%,175-214,45.0%,3-4,42.9%,1,37.5%,22.2%,0.0%,8.0%,52.0%,73.1%,25.0%,50.0%,35.6%,42.2%,0.71,QF (3x)
2021,27,14,13,51.9%,28-26,51.9%,253-251,50.2%,3-2,60.0%,0,,,,,,,,,,,,SF (W15 Monastir)
2020,3,1,2,33.3%,2-4,33.3%,29-33,46.8%,0-1,0.0%,0,,,,,,,,,,,,R16 (W15 Antalya)
2019,41,20,21,48.8%,45-47,48.9%,420-435,49.1%,7-7,50.0%,0,,,,,,,,,,,,SF (2x)
2018,26,11,15,42.3%,30-30,50.0%,277-282,49.6%,4-2,66.7%,0,,,,,,,,,,,,SF (3x)
2017,43,16,27,37.2%,39-57,40.6%,393-455,46.3%,3-5,37.5%,0,,,,,,,,,,,,SF (Hammamet $15K)
2016,56,29,27,51.8%,66-58,53.2%,580-562,50.8%,8-6,57.1%,0,,,,,,,,,,,,SF (Melilla $10K)
2015,17,5,12,29.4%,14-27,34.1%,144-204,41.4%,1-2,33.3%,0,,,,,,,,,,,,R16 (5x)
2014,19,9,10,47.4%,24-22,52.2%,201-197,50.5%,0-1,0.0%,0,,,,,,,,,,,,QF (3x)
2013,12,2,10,16.7%,9-19,32.1%,102-139,42.3%,0-2,0.0%,0,,,,,,,,,,,,R16 (2x)
2012,8,1,7,12.5%,3-13,18.8%,53-83,39.0%,0-0,-,0,,,,,,,,,,,,R16 (Monastir 10K)
2011,5,2,3,40.0%,5-6,45.5%,45-51,46.9%,0-0,-,0,,,,,,,,,,,,QF (Djibouti 10K)
2010,2,0,2,0.0%,0-3,0.0%,8-19,29.6%,0-0,-,0,,,,,,,,,,,,R32 (2x)
Career,280,117,163,41.8%,281-339,45.3%,2687-2937,47.8%,29-32,47.5%,1,37.5%,22.2%,0.0%,8.0%,52.0%,73.1%,25.0%,50.0%,35.6%,42.2%,0.71,
