Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 Hersonissos 6 CH R32,L vs Wendelken,0.99,0.90,98.2,8.2,8.2%,59.0%,1.7%,63.8%,36.9%,32.8%
2022 Antwerp R32,L vs Thiem,0.85,0.35,34.5,2.0,4.3%,56.5%,0.0%,36.8%,21.7%,21.1%
2019 M15 Brussels QF,L vs Den Heijer,0.93,0.81,61.8,5.6,-,57.8%,-,46.3%,29.6%,54.0%
2019 M15 Brussels R16,W vs Bovy,0.88,1.08,67.0,3.1,-,57.6%,-,51.7%,55.0%,56.4%
2019 M25 Getxo R32,W vs Pla Malfeito,1.22,1.47,48.8,2.4,-,73.7%,-,62.9%,33.3%,43.3%
2019 M25 Lasne R16,L vs Mena,0.96,0.62,47.2,2.7,-,58.3%,-,55.6%,37.9%,17.2%
2019 M25 Lasne R32,W vs De Lovinfosse,0.83,3.73,34.1,2.1,-,88.2%,-,86.7%,71.4%,40.7%
2019 M15 Troisdorf QF,L vs Gutierrez,1.03,0.85,59.3,9.8,0.0%,52.1%,4.4%,55.6%,39.0%,36.8%
2019 M15 Troisdorf R16,W vs Van Den Berg,1.09,1.31,48.8,2.4,2.6%,60.5%,5.7%,60.0%,43.2%,52.4%
2019 M15 Troisdorf R32,W vs Saito,1.20,2.09,37.2,2.3,-,76.9%,-,73.9%,41.4%,44.4%
2019 M15 Cancun SF,L vs Grenier,0.89,0.89,64.9,15.3,4.3%,68.1%,0.0%,51.2%,42.6%,37.2%
2019 M15 Cancun QF,W vs Craig,1.15,1.65,56.3,2.1,2.8%,72.2%,5.9%,70.6%,37.5%,45.5%
2019 M15 Cancun R16,W vs Brymer,1.56,4.26,33.3,2.0,9.1%,90.9%,11.8%,70.6%,60.0%,36.4%
2019 M15 Cancun QF,L vs Arconada,0.88,0.61,41.9,3.4,4.5%,54.5%,0.0%,38.1%,54.1%,18.2%
2019 M15 Cancun R16,W vs Nakagawa,1.15,1.15,76.3,7.5,1.7%,64.4%,1.8%,63.6%,40.3%,31.7%
2019 M15 Cancun R32,W vs Statham,1.20,2.18,36.7,2.2,16.0%,80.0%,8.7%,73.9%,48.3%,33.3%
2019 M15 Faro QF,L vs Ehrat,0.66,0.42,31.4,2.1,0.0%,63.6%,0.0%,38.1%,40.0%,21.7%
2019 M15 Faro R16,W vs Monteiro,1.06,1.24,68.8,6.0,2.1%,70.8%,0.0%,57.8%,32.6%,51.2%
2019 M15 Faro R32,W vs Guerrieri,1.28,2.29,26.9,2.0,4.5%,45.5%,9.5%,81.0%,78.3%,54.5%
2019 M15 Sharm El Sheikh SF,L vs Sun,0.83,0.81,61.6,2.2,5.7%,77.1%,3.2%,58.1%,38.1%,24.4%
2025 (1 matches),,0.99,0.90,98.2,8.2,8.2%,59.0%,1.7%,63.8%,36.9%,32.8%
2022 (1 matches),,0.85,0.35,34.5,2.0,4.3%,56.5%,0.0%,36.8%,21.7%,21.1%
2019 (21 matches),,1.04,1.21,53.1,2.8,3.1%,67.1%,2.5%,60.1%,43.1%,40.7%
2017 (1 matches),,0.91,0.71,49.3,2.0,0.0%,52.9%,0.0%,46.7%,40.0%,37.5%
2016 (2 matches),,1.09,0.87,68.2,8.2,4.9%,54.9%,3.2%,55.9%,40.2%,30.0%
Career (26 matches),,1.03,1.09,57.0,2.9,3.5%,64.5%,2.3%,58.9%,41.8%,38.7%
