Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 US Open R128,L vs Tjen,0.0%,-,4.0%,57.1%,20.3%,36.4%,25.0%,6.7%,20.0%,0.4%,0.0%,15,24
2025 Cincinnati SF,L vs Paolini,1.3%,100.0%,4.9%,66.7%,17.1%,34.5%,0.0%,14.1%,54.5%,0.8%,0.0%,152,134
2025 Cincinnati R16,W vs Linette,0.0%,-,6.4%,37.5%,25.8%,38.9%,0.0%,8.7%,40.0%,0.6%,100.0%,97,103
2025 Montreal R64,W vs Danilovic,0.0%,-,6.3%,28.6%,12.1%,28.6%,0.0%,17.5%,0.0%,0.8%,0.0%,113,120
2025 Charleston R32,L vs Anisimova,0.0%,-,3.0%,100.0%,18.9%,30.0%,0.0%,11.4%,0.0%,0.0%,-,-58,-31
2025 Charleston R32,W vs Mateas,0.0%,-,5.1%,80.0%,20.0%,26.7%,66.7%,11.9%,38.5%,0.0%,-,19,42
2025 Miami R64,L vs Andreeva,0.0%,-,8.3%,50.0%,12.2%,36.4%,0.0%,5.5%,9.1%,1.4%,0.0%,62,108
2025 Doha R64,L vs Linette,0.0%,-,5.9%,60.0%,23.7%,44.4%,0.0%,11.1%,29.2%,0.0%,-,79,61
2025 Australian Open R16,L vs Svitolina,0.0%,-,9.8%,70.0%,15.6%,42.9%,0.0%,4.4%,0.0%,0.7%,0.0%,118,43
2025 Australian Open R128,W vs Gadecki,0.0%,-,9.0%,57.1%,19.4%,12.5%,100.0%,10.3%,40.0%,0.0%,-,38,110
2024 Tokyo R32,L vs Tomova,1.2%,100.0%,24.5%,51.4%,12.3%,8.8%,0.0%,12.8%,18.5%,1.5%,20.0%,55,19
2024 Wimbledon R128,L vs Krejcikova,0.0%,-,4.4%,72.7%,15.2%,31.4%,0.0%,9.7%,21.4%,0.2%,0.0%,51,55
2024 Berlin R16,L vs Rybakina,0.0%,-,3.6%,60.0%,16.4%,26.7%,100.0%,2.1%,0.0%,3.3%,20.0%,80,49
2024 Rome R64,L vs Kerber,0.0%,-,9.3%,25.0%,15.4%,30.0%,7.7%,7.6%,16.7%,1.1%,0.0%,20,-11
2024 Stuttgart R32,W vs Krejcikova,1.7%,100.0%,5.5%,66.7%,9.8%,21.2%,0.0%,6.4%,16.7%,1.9%,42.9%,35,19
2024 Charleston QF,L vs Sakkari,0.0%,-,4.7%,40.0%,8.3%,16.7%,0.0%,7.1%,21.4%,0.4%,0.0%,43,43
2023 Tokyo F,W vs Pegula,0.0%,-,5.5%,100.0%,19.2%,30.8%,0.0%,10.0%,42.9%,1.7%,33.3%,81,67
2023 Tokyo QF,W vs Swiatek,0.0%,-,4.3%,71.4%,3.8%,33.3%,0.0%,9.4%,11.1%,0.5%,0.0%,-69,-25
2023 San Diego R32,L vs Kenin,0.0%,-,4.4%,60.0%,7.5%,11.1%,0.0%,13.0%,25.0%,0.0%,-,-32,22
2023 Wimbledon R64,L vs Vondrousova,0.0%,-,13.8%,78.9%,20.0%,25.0%,20.0%,7.7%,12.5%,1.0%,50.0%,101,50
Last 52 Weeks (6 matches),,0.3%,100.0%,4.9%,56.4%,19.4%,33.7%,20.0%,11.1%,32.6%,0.5%,20.0%,62,69
Career (75 matches),,0.1%,71.4%,7.6%,65.4%,15.7%,27.3%,17.3%,10.6%,26.0%,1.1%,25.1%,67,60
