Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,19,11,8,57.9%,4,3,1,75.0%,2017,2025,R16,18,1.09,5.9%,3.3%,59.0%,68.3%,45.9%,59.1%,44.4%,56.0%,48.6%
Roland Garros,9,Clay,22,13,9,59.1%,4,2,2,50.0%,2017,2025,QF,17,1.04,5.6%,4.0%,57.8%,65.2%,44.2%,56.3%,45.4%,57.6%,54.2%
Wimbledon,7,Grass,11,4,7,36.4%,4,2,2,50.0%,2017,2025,R64,8,0.91,7.3%,4.8%,58.4%,70.3%,42.5%,58.7%,37.6%,65.7%,33.9%
US Open,9,Hard,13,4,9,30.8%,4,1,3,25.0%,2017,2025,R16,12,0.99,6.9%,3.4%,58.7%,69.9%,47.5%,60.7%,39.0%,50.0%,38.6%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2021,2021,R64,0,,,,,,,,,,
Fed Cup,2,,3,0,3,0.0%,1,1,0,100.0%,2014,2020,,2,0.75,7.0%,2.8%,61.5%,67.0%,38.2%,55.9%,32.9%,43.8%,100.0%
Wuhan,3,Hard,8,5,3,62.5%,2,2,0,100.0%,2019,2025,R16,8,0.99,9.5%,5.6%,54.4%,72.6%,40.8%,58.1%,41.3%,64.5%,35.6%
Beijing,4,Hard,7,3,4,42.9%,3,1,2,33.3%,2019,2025,R16,7,0.99,6.5%,4.1%,56.8%,65.2%,48.3%,57.9%,41.7%,45.1%,48.1%
Guadalajara,4,Hard,10,7,3,70.0%,4,2,2,50.0%,2019,2025,W,10,1.08,6.7%,5.1%,55.4%,65.3%,51.8%,59.3%,43.8%,61.9%,41.4%
Cincinnati,6,Hard,18,12,6,66.7%,4,3,1,75.0%,2019,2025,SF,18,1.19,9.4%,4.4%,56.5%,73.4%,51.7%,64.0%,42.8%,58.4%,40.6%
Montreal,2,Hard,5,3,2,60.0%,0,0,0,-,2021,2025,R32,5,1.07,6.5%,5.6%,53.7%,66.4%,51.0%,59.3%,43.7%,55.6%,38.6%
Bad Homburg,2,Grass,5,2,3,40.0%,2,1,1,50.0%,2024,2025,R16,5,1.06,6.8%,2.2%,57.9%,69.3%,51.3%,61.7%,40.4%,54.5%,44.4%
