Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 US Open R128,L vs Tjen,61.9%,48.1%,3.6%,3/0,2.47,12.7%,59.3%,46.9%,0.0%,2.30,19.4%,76.9%,50.0%,11.5%,2.63,6.3%
2025 Cincinnati SF,L vs Paolini,64.6%,39.1%,2.0%,2/0,2.85,15.7%,66.7%,39.1%,0.0%,2.62,32.0%,69.2%,38.9%,7.7%,3.07,0.0%
2025 Cincinnati R16,W vs Linette,70.6%,56.3%,5.9%,2/2,2.50,5.6%,73.0%,51.9%,2.7%,2.27,14.3%,80.8%,61.9%,11.5%,2.65,0.0%
2025 Montreal R64,W vs Danilovic,66.2%,55.8%,1.5%,0/1,2.43,15.4%,63.2%,45.8%,0.0%,1.97,40.0%,82.6%,68.4%,4.3%,2.73,0.0%
2025 Charleston R32,L vs Anisimova,63.0%,41.2%,18.5%,4/6,2.44,3.1%,59.5%,45.5%,10.8%,2.28,5.9%,80.0%,33.3%,40.0%,2.61,0.0%
2025 Charleston R32,W vs Mateas,80.6%,66.0%,1.6%,1/0,1.95,0.0%,85.1%,67.5%,2.1%,2.27,0.0%,90.9%,60.0%,0.0%,1.44,0.0%
2025 Miami R64,L vs Andreeva,51.4%,42.1%,10.8%,0/4,2.27,10.5%,36.8%,28.6%,0.0%,2.26,16.7%,66.7%,50.0%,22.2%,2.27,0.0%
2025 Doha R64,L vs Linette,68.2%,56.7%,5.7%,3/2,2.38,0.0%,62.5%,48.6%,7.1%,2.32,0.0%,80.6%,68.0%,3.2%,2.49,0.0%
2025 Australian Open R16,L vs Svitolina,62.3%,51.5%,1.9%,0/1,2.67,9.3%,60.6%,55.0%,0.0%,2.76,23.5%,76.5%,46.2%,5.9%,2.60,0.0%
2025 Australian Open R128,W vs Gadecki,78.0%,68.8%,2.4%,0/1,2.28,25.0%,85.7%,61.1%,0.0%,2.03,38.5%,87.5%,78.6%,6.3%,2.73,0.0%
2024 Tokyo R32,L vs Tomova,72.1%,44.9%,2.9%,2/0,2.17,38.9%,67.4%,38.7%,0.0%,2.21,57.1%,90.0%,55.6%,10.0%,2.07,0.0%
2024 Wimbledon R128,L vs Krejcikova,71.7%,49.5%,1.6%,0/2,2.59,36.0%,63.8%,52.3%,1.4%,2.76,58.0%,92.2%,46.8%,2.0%,2.35,5.6%
2024 Berlin R16,L vs Rybakina,56.5%,51.4%,12.9%,5/3,2.45,6.5%,45.0%,50.0%,12.5%,2.28,11.5%,85.0%,52.9%,15.0%,2.67,0.0%
2024 Rome R64,L vs Kerber,74.5%,39.5%,3.9%,0/2,2.29,0.0%,75.7%,42.9%,2.7%,2.22,0.0%,76.9%,30.0%,7.7%,2.36,0.0%
2024 Stuttgart R32,W vs Krejcikova,75.8%,45.8%,2.1%,1/1,2.55,20.8%,76.8%,37.2%,3.6%,2.46,33.9%,85.3%,58.6%,0.0%,2.69,0.0%
2024 Charleston QF,L vs Sakkari,68.5%,43.2%,1.9%,0/1,2.26,2.4%,78.4%,41.4%,0.0%,2.30,4.2%,57.1%,50.0%,7.1%,2.21,0.0%
2023 Tokyo F,W vs Pegula,70.2%,62.5%,3.5%,2/0,2.57,10.8%,81.5%,72.7%,7.4%,2.37,16.0%,66.7%,50.0%,0.0%,2.99,0.0%
2023 Tokyo QF,W vs Swiatek,65.4%,45.3%,2.5%,1/1,2.56,9.3%,70.2%,51.5%,0.0%,2.37,17.2%,71.4%,35.0%,7.1%,2.78,0.0%
2023 San Diego R32,L vs Kenin,69.5%,41.5%,6.8%,0/4,2.47,9.7%,63.2%,45.8%,5.3%,2.56,12.5%,85.0%,35.3%,10.0%,2.39,6.7%
2023 Wimbledon R64,L vs Vondrousova,67.9%,36.1%,17.0%,4/5,2.24,52.1%,67.9%,36.8%,14.3%,2.10,73.5%,81.0%,35.3%,23.8%,2.57,4.5%
Last 52 Weeks (6 matches),,67.4%,50.9%,4.9%,57.1%,2.50,10.0%,67.7%,49.7%,2.1%,2.34,18.9%,78.7%,53.0%,11.8%,2.65,1.7%
Career (75 matches),,66.8%,53.5%,5.9%,47.8%,2.40,12.3%,65.5%,51.1%,3.7%,2.33,21.5%,79.1%,57.3%,10.8%,2.49,1.4%
