Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 US Open R128,L vs Tjen,3.5,3.3,3.7,48.2%,42.5%,69.2%,37.5%,46.0%,11.6%,10.0,10.2,0.0,0.0
2025 Cincinnati SF,L vs Paolini,3.3,2.9,3.6,44.1%,45.2%,50.0%,44.4%,56.2%,8.0%,2.0,1.6,-2.0,-2.0
2025 Cincinnati R16,W vs Linette,3.4,2.9,3.8,56.6%,63.6%,43.8%,100.0%,48.3%,14.6%,13.0,16.5,11.5,15.1
2025 Montreal R64,W vs Danilovic,2.8,2.7,2.9,61.7%,60.0%,22.2%,0.0%,47.2%,6.2%,7.0,13.0,10.5,17.2
2025 Charleston R32,L vs Anisimova,3.2,3.1,3.3,36.4%,50.0%,60.0%,25.0%,39.3%,15.5%,7.0,16.3,2.0,3.3
2025 Charleston R32,W vs Mateas,4.4,3.7,4.9,64.0%,65.5%,75.0%,58.3%,48.7%,18.6%,12.5,13.6,8.5,10.2
2025 Miami R64,L vs Andreeva,3.7,3.4,4.1,39.0%,31.8%,33.3%,22.2%,44.5%,17.3%,-4.5,-7.5,-9.0,-13.4
2025 Doha R64,L vs Linette,4.3,4.5,4.2,45.5%,56.7%,40.0%,42.9%,47.5%,10.2%,22.5,16.7,3.5,2.4
2025 Australian Open R16,L vs Svitolina,3.7,4.3,3.1,45.6%,43.3%,30.8%,0.0%,52.6%,8.3%,2.0,2.8,-4.0,-6.1
2025 Australian Open R128,W vs Gadecki,3.2,2.7,3.6,69.4%,62.5%,0.0%,100.0%,42.9%,12.5%,8.0,19.5,5.0,10.2
2024 Tokyo R32,L vs Tomova,5.2,5.3,4.9,50.7%,35.3%,28.6%,56.5%,47.6%,13.9%,4.0,2.7,-3.0,-2.0
2024 Wimbledon R128,L vs Krejcikova,3.8,3.8,3.9,57.0%,33.3%,42.4%,58.8%,46.1%,9.1%,7.5,4.3,-1.0,-0.5
2024 Berlin R16,L vs Rybakina,2.8,2.9,2.7,46.9%,48.4%,22.2%,0.0%,51.3%,6.8%,-1.5,-2.1,-11.5,-17.2
2024 Rome R64,L vs Kerber,4.7,5.1,4.5,36.8%,39.1%,25.0%,44.4%,36.7%,7.0%,2.0,3.1,-5.0,-4.7
2024 Stuttgart R32,W vs Krejcikova,4.1,4.4,3.7,59.3%,37.3%,42.3%,42.9%,47.6%,11.9%,4.5,2.8,-12.0,-7.4
2024 Charleston QF,L vs Sakkari,4.6,5.1,4.2,44.0%,39.3%,33.3%,36.4%,38.1%,11.4%,-8.0,-10.4,-8.5,-6.9
2023 Tokyo F,W vs Pegula,3.8,3.8,3.9,58.2%,52.6%,78.6%,77.8%,53.7%,12.2%,17.5,19.4,5.0,7.0
2023 Tokyo QF,W vs Swiatek,3.4,3.4,3.4,58.6%,40.5%,38.5%,33.3%,50.2%,10.2%,0.0,0.0,0.0,0.0
2023 San Diego R32,L vs Kenin,3.5,3.5,3.5,49.3%,50.0%,38.5%,14.3%,44.0%,19.1%,-4.0,-6.0,5.5,7.6
2023 Wimbledon R64,L vs Vondrousova,3.6,3.7,3.5,40.0%,43.2%,62.5%,50.0%,41.3%,11.3%,3.0,4.1,-10.5,-10.3
Last 52 Weeks (6 matches),,3.4,3.1,3.7,50.7%,53.1%,52.7%,50.0%,48.6%,12.5%,8.6,10.4,5.1,6.2
Career (75 matches),,3.7,3.7,3.7,49.4%,47.8%,46.7%,48.0%,48.9%,11.8%,5.6,5.5,1.2,1.2
