Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,34,17,17,50.0%,40-39,50.6%,359-367,49.4%,6-1,85.7%,34,69.9%,28.7%,7.4%,3.9%,58.2%,67.7%,47.4%,59.2%,41.2%,50.0%,1.01
Clay,12,7,5,58.3%,17-11,60.7%,132-124,51.6%,2-0,100.0%,12,63.0%,39.4%,5.2%,4.1%,59.5%,64.4%,44.9%,56.5%,46.0%,51.1%,1.06
Grass,6,3,3,50.0%,7-6,53.8%,63-59,51.6%,0-1,0.0%,6,70.0%,34.4%,8.4%,3.8%,61.4%,70.4%,43.7%,60.1%,42.6%,50.8%,1.07
Grand Slams,10,6,4,60.0%,13-9,59.1%,102-88,53.7%,1-0,100.0%,10,67.0%,40.0%,6.3%,2.8%,59.3%,68.2%,42.7%,57.8%,44.7%,51.2%,1.06
Premiers,11,3,8,27.3%,7-17,29.2%,96-126,43.2%,1-2,33.3%,11,63.6%,22.9%,7.2%,3.2%,59.9%,64.1%,46.1%,56.9%,38.2%,47.3%,0.89
Internationals,7,4,3,57.1%,10-6,62.5%,75-62,54.7%,0-0,-,7,65.7%,44.3%,7.9%,4.0%,62.3%,65.7%,45.7%,58.1%,47.7%,52.6%,1.14
Semi-finals,1,0,1,0.0%,1-2,33.3%,13-18,41.9%,1-0,100.0%,1,78.6%,6.3%,11.6%,4.7%,55.8%,81.3%,42.1%,64.0%,28.3%,44.9%,0.78
Quarter-finals,3,1,2,33.3%,4-4,50.0%,34-32,51.5%,0-0,-,3,59.4%,44.1%,6.3%,1.9%,61.5%,59.4%,48.8%,55.3%,46.5%,50.8%,1.04
vs Righties,48,25,23,52.1%,59-52,53.2%,512-509,50.1%,8-2,80.0%,48,67.5%,32.4%,7.1%,4.0%,59.2%,66.9%,45.9%,58.3%,42.8%,50.4%,1.03
vs Lefties,4,2,2,50.0%,5-4,55.6%,42-41,50.6%,0-0,-,4,78.0%,23.8%,5.7%,2.5%,53.7%,71.8%,52.2%,62.7%,38.7%,49.9%,1.04
vs Top 10,6,0,6,0.0%,2-12,14.3%,45-84,34.9%,1-0,100.0%,6,56.5%,13.6%,6.7%,5.7%,56.5%,64.6%,37.5%,52.8%,34.6%,43.3%,0.73
