Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,16,9,7,56.3%,9,3,6,33.3%,2019,2026,R32,16,1.05,12.8%,2.5%,66.6%,74.4%,51.5%,66.8%,35.0%,61.0%,37.3%
Roland Garros,8,Clay,15,7,8,46.7%,5,1,4,20.0%,2018,2025,R64,14,0.96,7.9%,2.2%,64.2%,70.5%,51.2%,63.6%,34.8%,54.6%,35.6%
Wimbledon,6,Grass,12,6,6,50.0%,15,11,4,73.3%,2018,2025,R64,11,0.96,17.8%,2.6%,65.6%,75.8%,50.1%,67.0%,31.7%,57.9%,32.1%
US Open,6,Hard,19,13,6,68.4%,10,3,7,30.0%,2018,2025,QF,19,1.13,14.3%,3.8%,63.3%,77.3%,47.2%,66.2%,38.3%,63.7%,39.1%
Davis Cup,6,,17,13,4,76.5%,5,2,3,40.0%,2016,2021,,15,1.18,8.6%,3.3%,56.9%,71.6%,52.6%,63.4%,43.3%,60.0%,52.5%
Chengdu,3,Hard,12,8,4,66.7%,10,1,9,10.0%,2018,2025,SF,12,1.24,21.1%,2.4%,63.3%,80.8%,54.7%,71.2%,35.6%,72.5%,43.0%
Cincinnati Masters,5,Hard,9,4,5,44.4%,4,2,2,50.0%,2019,2025,R32,9,0.90,14.1%,4.5%,61.6%,76.4%,47.9%,65.4%,31.2%,61.9%,52.9%
Madrid Masters,3,Clay,4,1,3,25.0%,2,2,0,100.0%,2021,2025,R32,4,0.78,10.5%,1.6%,68.6%,62.9%,53.1%,59.8%,31.4%,61.1%,30.4%
Barcelona,2,Clay,4,2,2,50.0%,2,1,1,50.0%,2022,2025,R16,4,0.92,11.0%,0.4%,63.7%,69.5%,46.5%,61.2%,35.6%,72.7%,35.7%
Indian Wells Masters,5,Hard,7,2,5,28.6%,1,1,0,100.0%,2019,2025,R32,7,1.01,12.6%,2.8%,61.8%,74.1%,48.6%,64.4%,35.9%,52.6%,26.5%
Dubai,4,Hard,13,9,4,69.2%,5,2,3,40.0%,2020,2025,F,13,1.13,16.9%,2.7%,67.0%,79.6%,48.7%,69.4%,34.6%,53.5%,50.0%
