Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,118,63,55,53.4%,159-145,52.3%,1533-1470,51.0%,21-41,33.9%,115,83.0%,19.7%,13.8%,3.3%,63.9%,75.7%,48.2%,65.8%,35.1%,50.4%,1.03
Clay,25,6,19,24.0%,21-47,30.9%,280-372,42.9%,4-6,40.0%,25,71.7%,13.8%,7.8%,2.0%,64.0%,67.7%,47.5%,60.5%,32.6%,46.7%,0.82
Grass,20,9,11,45.0%,27-30,47.4%,294-312,48.5%,11-8,57.9%,20,85.3%,11.8%,16.6%,2.8%,65.3%,76.3%,50.5%,67.4%,31.4%,49.3%,0.96
Grand Slams,39,16,23,41.0%,61-82,42.7%,674-750,47.3%,11-20,35.5%,39,80.4%,15.2%,13.1%,2.9%,65.9%,73.6%,46.6%,64.4%,33.2%,48.7%,0.93
Masters,24,10,14,41.7%,25-28,47.2%,262-270,49.2%,5-5,50.0%,23,81.3%,16.7%,12.5%,2.7%,63.1%,74.1%,50.4%,65.4%,33.7%,49.5%,0.97
Other Tours,83,39,44,47.0%,89-101,46.8%,943-972,49.2%,18-27,40.0%,83,82.9%,16.3%,14.5%,3.1%,64.4%,75.8%,48.3%,66.0%,33.4%,49.7%,0.98
Best of 5,45,20,25,44.4%,74-89,45.4%,768-826,48.2%,11-21,34.4%,45,79.8%,17.2%,12.4%,2.9%,64.6%,73.4%,47.3%,64.1%,34.1%,49.0%,0.95
Best of 3,118,58,60,49.2%,133-133,50.0%,1339-1328,50.2%,25-34,42.4%,115,82.7%,17.9%,13.8%,3.0%,63.8%,75.3%,49.1%,65.8%,34.2%,50.0%,1.00
Finals,2,0,2,0.0%,0-4,0.0%,8-24,25.0%,0-0,-,2,53.3%,0.0%,17.6%,2.2%,70.3%,62.5%,29.6%,52.7%,29.0%,39.9%,0.61
Semi-finals,5,2,3,40.0%,5-8,38.5%,66-73,47.5%,1-4,20.0%,5,85.1%,11.9%,10.5%,1.9%,64.8%,78.6%,47.6%,67.7%,33.7%,50.2%,1.04
Quarter-finals,10,5,5,50.0%,11-13,45.8%,121-117,50.8%,0-4,0.0%,10,83.1%,19.7%,15.9%,2.2%,68.3%,74.6%,46.7%,65.7%,33.2%,50.1%,0.97
vs Righties,139,62,77,44.6%,170-200,45.9%,1786-1877,48.8%,32-47,40.5%,136,80.1%,17.6%,12.7%,3.0%,63.8%,73.9%,47.9%,64.5%,34.3%,49.3%,0.97
vs Lefties,22,14,8,63.6%,33-22,60.0%,295-260,53.2%,4-8,33.3%,22,90.1%,17.3%,16.6%,2.8%,67.1%,77.8%,51.8%,69.3%,32.7%,51.3%,1.06
vs Top 10,16,3,13,18.8%,13-34,27.7%,196-265,42.5%,1-7,12.5%,16,74.8%,11.7%,11.2%,3.2%,65.9%,71.6%,42.9%,61.8%,31.6%,46.5%,0.83
