Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),152,406,110,1689,106,1653,145,1577,61,1642,,,,
2025,222,256,107,1691,103,1644,148,1579,64,1643,,,,
2024,132,457,93,1715,94,1665,130,1594,46,1678,1263,20,,
2023,140,443,108,1683,100,1640,115,1612,78,1597,,,,
2022,237,230,69,1745,55,1739,92,1649,,,,,,
2021,31,1644,30,1871,27,1834,54,1723,56,1651,,,,
2020,87,793,38,1801,39,1757,76,1662,,,1129,18,,
2019,99,576,105,1695,89,1674,130,1569,158,1486,363,123,,
2018,127,458,109,1674,91,1657,195,1488,145,1500,243,218,,
2017,291,170,233,1503,211,1473,269,1384,177,1445,1086,23,,
2016,284,176,376,1208,356,1245,353,1182,,,792,53,,
2015,358,126,,,,,,,,,596,91,,
2014,1727,1,,,,,,,,,,,,
