Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2024 Wimbledon R128,W vs Michelsen,72.0%,46.0%,1.7%,0/3,2.22,3.7%,69.5%,40.7%,0.8%,2.27,5.4%,85.4%,60.0%,4.9%,2.18,2.3%
2023 US Open R64,L vs Alcaraz,72.1%,45.3%,3.8%,2/2,2.10,0.0%,71.2%,44.7%,0.0%,2.14,0.0%,75.7%,46.4%,10.8%,2.00,0.0%
2022 Miami R16,L vs Hurkacz,63.3%,42.1%,0.0%,0/0,2.43,27.9%,53.8%,38.1%,0.0%,2.38,47.8%,85.0%,47.1%,0.0%,2.50,5.0%
2022 Indian Wells R16,L vs Berrettini,51.6%,43.8%,0.0%,0/0,1.85,28.6%,43.9%,27.8%,0.0%,1.95,60.0%,77.8%,64.3%,0.0%,1.75,0.0%
2021 Dubai F,L vs Karatsev,70.7%,36.6%,5.2%,1/2,2.48,6.7%,61.1%,27.3%,2.8%,2.33,4.8%,95.0%,47.4%,10.0%,2.83,11.1%
2020 Adelaide F,L vs Rublev,61.2%,43.3%,6.1%,2/1,2.57,0.0%,53.8%,35.7%,7.7%,2.84,0.0%,72.7%,50.0%,4.5%,2.23,0.0%
2020 Adelaide SF,W vs Paul,77.0%,49.4%,1.0%,0/1,2.49,44.2%,74.1%,48.8%,0.0%,2.41,74.1%,87.2%,50.0%,2.6%,2.58,12.0%
2020 ATP Cup RR,L vs Simon,74.3%,42.3%,4.3%,2/1,2.39,24.0%,78.7%,32.4%,4.3%,2.40,37.5%,83.3%,66.7%,5.6%,2.37,0.0%
2019 Chengdu SF,L vs Bublik,32.4%,54.2%,2.7%,0/2,2.31,50.0%,27.3%,41.7%,0.0%,2.39,59.1%,57.1%,66.7%,9.5%,2.23,40.9%
2019 Miami R64,L vs Haase,75.8%,46.4%,1.1%,1/0,1.91,19.0%,78.0%,30.8%,0.0%,1.80,36.7%,83.3%,66.7%,2.8%,2.02,0.0%
2019 Delray Beach R16,L vs Evans,82.5%,33.3%,7.5%,3/0,2.23,66.7%,88.9%,29.2%,3.7%,2.18,68.2%,81.8%,44.4%,18.2%,2.28,65.0%
2019 New York R32,L vs Querrey,43.5%,48.1%,6.5%,2/2,2.41,8.7%,40.0%,55.6%,4.4%,2.26,13.8%,64.3%,33.3%,14.3%,2.68,0.0%
2019 Launceston CH F,W vs Giustino,63.6%,67.9%,2.3%,0/1,2.37,14.7%,64.0%,75.0%,4.0%,2.35,25.0%,75.0%,58.3%,0.0%,2.39,0.0%
2017 Kyoto CH QF,W vs Sugita,69.9%,43.1%,0.0%,0/0,2.59,3.4%,61.1%,39.4%,0.0%,2.55,9.1%,94.7%,50.0%,0.0%,2.61,0.0%
Career (14 matches),,66.2%,45.5%,2.6%,46.4%,2.28,21.1%,63.1%,40.0%,1.5%,2.27,30.5%,80.7%,54.5%,5.4%,2.29,9.4%
