Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2016 Roland Garros R64,L vs Kasatkina,91.8,95.7,3.4,,,101,85,82.5,6.8,,,92,62
2016 Roland Garros R128,W vs Soylu,90.0,92.4,5.8,,,101,74,80.8,4.4,,,89,75
2015 Roland Garros R64,L vs Suarez Navarro,82.3,84.6,5.3,,,93,74,73.8,2.8,,,79,70
2015 Roland Garros R128,W vs Cepede Royg,89.2,93.0,3.7,,,101,82,78.4,4.9,,,90,71
2014 Roland Garros R128,L vs Cibulkova,92.4,96.1,4.2,,,103,82,81.4,4.7,,,88,75
2014 Australian Open R64,L vs Bouchard,94.4,,,,,104,,,,,,,69
2013 Wimbledon R128,L vs Ivanovic,92.5,,,,,100,,,,,,,78
2013 Roland Garros R32,L vs Ivanovic,92.8,,,,,100,,,,,,,78
2013 Roland Garros R64,W vs Kucova,91.7,,,,,104,,,,,,,69
2013 Roland Garros R128,W vs Feuerstein,90.8,,,,,101,,,,,,,75
2012 US Open R128,L vs Zheng,92.5,,,,,103,,,,,,,66
2012 Roland Garros R64,L vs Rus,90.4,,,,,101,,,,,,,72
2012 Roland Garros R128,W vs Williams,91.7,,,,,103,,,,,,,70
2012 Australian Open R128,L vs Bartoli,90.3,,,,,102,,,,,,,73
2011 Wimbledon R64,L vs Wozniacki,90.8,92.8,3.0,,,98,87,81.9,4.4,,,91,75
2011 Roland Garros R128,L vs Gajdosova,93.0,96.6,4.8,,,101,78,84.9,3.2,,,92,80
2011 Australian Open R64,L vs Sharapova,91.3,95.3,3.2,,,99,87,82.7,3.6,,,88,75
2011 Australian Open R128,W vs Vesnina,89.4,92.2,4.2,,,100,83,81.7,3.6,,,88,74
Career (18 matches),,91.2,93.5,4.1,,,104,74,81.4,4.5,,,92,62
