Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2016,9,5,4,55.6%,11-12,47.8%,103-102,50.2%,2-0,100.0%,9,57.8%,41.5%,3.1%,5.8%,64.8%,62.0%,38.7%,53.8%,45.8%,50.0%,0.99,SF (Strasbourg)
2015,6,4,2,66.7%,7-4,63.6%,54-39,58.1%,0-0,-,6,64.8%,50.9%,1.9%,9.0%,74.2%,60.9%,52.5%,58.7%,47.5%,52.9%,1.15,SF (Strasbourg)
2014,13,4,9,30.8%,12-19,38.7%,137-158,46.4%,3-3,50.0%,11,-,-,2.6%,3.7%,71.5%,62.5%,42.7%,56.9%,43.0%,50.0%,1.00,
2013,17,9,8,52.9%,20-19,51.3%,188-176,51.6%,2-4,33.3%,13,-,-,2.4%,5.7%,66.2%,63.2%,47.4%,57.9%,42.2%,50.3%,1.00,SF (Carlsbad)
2012,16,7,9,43.8%,17-19,47.2%,158-177,47.2%,1-1,50.0%,13,-,-,2.1%,5.0%,63.6%,60.5%,43.4%,54.3%,41.7%,48.2%,0.91,R16 (2x)
2011,29,14,15,48.3%,31-32,49.2%,291-294,49.7%,6-3,66.7%,25,-,-,2.6%,6.0%,65.9%,62.7%,41.5%,55.4%,44.5%,50.0%,1.00,QF (2x)
2010,24,9,15,37.5%,23-31,42.6%,228-274,45.4%,1-1,50.0%,23,-,-,3.0%,5.9%,64.4%,59.7%,42.1%,53.5%,42.6%,48.2%,0.91,R16 (3x)
2009,50,30,20,60.0%,59-48,55.1%,536-467,53.4%,5-10,33.3%,47,-,-,2.7%,5.2%,64.4%,62.5%,49.2%,57.7%,44.0%,50.9%,1.04,F (2x)
2008,40,18,22,45.0%,44-49,47.3%,427-445,49.0%,5-4,55.6%,30,-,-,2.5%,6.1%,64.7%,61.2%,42.6%,54.6%,43.7%,49.4%,0.96,QF (2x)
2007,55,35,20,63.6%,73-47,60.8%,615-518,54.3%,12-7,63.2%,30,-,-,2.4%,6.3%,64.9%,61.0%,44.6%,55.3%,46.0%,50.6%,1.03,W (2x)
2006,28,10,18,35.7%,27-39,40.9%,296-329,47.4%,2-3,40.0%,20,-,-,1.3%,6.2%,67.3%,58.7%,45.8%,54.5%,42.3%,48.7%,0.93,R16 (3x)
2005,40,18,22,45.0%,40-51,44.0%,412-460,47.2%,4-8,33.3%,12,-,-,1.6%,6.5%,63.4%,63.4%,40.1%,54.8%,44.3%,49.6%,0.98,SF (Amelia Island)
2004,14,6,8,42.9%,15-17,46.9%,136-158,46.3%,3-0,100.0%,5,-,-,1.1%,6.9%,61.5%,63.4%,42.8%,55.5%,40.9%,48.5%,0.92,F (Tashkent)
2003,35,15,20,42.9%,36-44,45.0%,334-368,47.6%,5-2,71.4%,5,-,-,1.3%,6.2%,63.0%,63.5%,37.2%,53.8%,48.3%,51.0%,1.04,SF (Estoril)
2002,23,11,12,47.8%,25-27,48.1%,236-254,48.2%,6-3,66.7%,0,,,,,,,,,,,,SF (2x)
2001,22,10,12,45.5%,24-30,44.4%,242-264,47.8%,3-4,42.9%,0,,,,,,,,,,,,QF (Birmingham)
2000,6,2,4,33.3%,6-9,40.0%,68-76,47.2%,1-2,33.3%,0,,,,,,,,,,,,R16 (Bol)
1999,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,0,,,,,,,,,,,,R128 (Roland Garros)
Career,428,207,221,48.4%,470-499,48.5%,4468-4571,49.4%,61-55,52.6%,249,60.3%,44.7%,2.4%,5.8%,65.3%,61.6%,44.2%,55.5%,43.9%,49.8%,0.99,
