Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,17,Hard,34,17,17,50.0%,14,8,6,57.1%,2000,2017,R32,18,0.93,3.3%,5.3%,65.9%,59.1%,45.0%,54.3%,42.5%,51.8%,47.9%
Roland Garros,20,Clay,37,17,20,45.9%,9,5,4,55.6%,1998,2017,R16,23,0.96,1.9%,6.3%,65.0%,57.9%,41.4%,52.1%,46.0%,54.3%,46.7%
Wimbledon,14,Grass,29,15,14,51.7%,11,5,6,45.5%,2001,2016,R16,15,0.93,2.5%,5.4%,67.0%,61.4%,44.9%,55.9%,41.0%,56.8%,41.9%
US Open,17,Hard,29,12,17,41.4%,2,1,1,50.0%,2000,2016,R16,15,0.91,1.8%,6.6%,60.7%,60.7%,40.5%,52.8%,43.0%,54.3%,53.2%
Olympics,1,,2,1,1,50.0%,0,0,0,-,2008,2008,R32,0,,,,,,,,,,
Fed Cup,6,,13,9,4,69.2%,2,2,0,100.0%,2005,2014,,0,,,,,,,,,,
Paris,13,Carpet,29,16,13,55.2%,5,2,3,40.0%,2001,2014,QF,13,0.95,2.0%,4.7%,62.9%,61.3%,46.8%,56.0%,42.0%,62.1%,48.9%
Strasbourg,12,Clay,26,13,13,50.0%,5,2,3,40.0%,2000,2018,SF,18,0.99,2.3%,6.6%,66.4%,60.1%,44.4%,54.8%,44.9%,52.6%,49.7%
Miami,11,Hard,24,13,11,54.2%,4,2,2,50.0%,2001,2014,R32,18,1.10,1.4%,5.9%,63.1%,63.5%,47.6%,57.6%,46.5%,56.1%,46.5%
Indian Wells,10,Hard,17,7,10,41.2%,4,2,2,50.0%,2002,2014,R64,9,0.89,1.4%,6.9%,62.3%,59.0%,43.0%,53.0%,41.7%,54.4%,48.2%
Birmingham,8,Grass,16,8,8,50.0%,7,4,3,57.1%,2001,2014,QF,9,0.96,2.3%,4.3%,68.8%,64.0%,40.4%,56.6%,41.8%,55.4%,46.6%
Luxembourg,7,Hard,14,6,8,42.9%,4,2,2,50.0%,2000,2011,SF,2,0.77,2.3%,7.6%,61.1%,53.8%,33.3%,45.8%,41.5%,42.1%,66.7%
