Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2017,10,2,8,20.0%,4-13,23.5%,49-90,35.3%,0-1,0.0%,0,,,,,,,,,,,,QF (Grenoble $25K)
2016,14,3,11,21.4%,8-18,30.8%,103-124,45.4%,0-0,-,0,,,,,,,,,,,,R16 (3x)
2015,16,7,9,43.8%,18-18,50.0%,162-160,50.3%,2-0,100.0%,0,,,,,,,,,,,,SF (Amiens $10K)
2014,10,5,5,50.0%,12-11,52.2%,113-116,49.3%,1-1,50.0%,2,-,-,1.8%,4.0%,68.3%,52.9%,40.3%,48.9%,49.5%,49.2%,0.97,QF (Nantes 50K)
2013,15,8,7,53.3%,18-17,51.4%,171-149,53.4%,2-3,40.0%,0,,,,,,,,,,,,W (Amiens 10K)
2012,11,5,6,45.5%,14-12,53.8%,125-112,52.7%,0-2,0.0%,0,,,,,,,,,,,,SF (Nantes 50K)
2011,3,1,2,33.3%,3-4,42.9%,35-32,52.2%,0-1,0.0%,0,,,,,,,,,,,,R16 (Poitiers 100K)
2010,9,6,3,66.7%,13-6,68.4%,102-81,55.7%,1-0,100.0%,0,,,,,,,,,,,,F (Vancouver BC 75K)
2006,11,6,5,54.5%,14-10,58.3%,113-105,51.8%,1-1,50.0%,0,,,,,,,,,,,,F (Joue-Les-Tours 50K)
2004,34,23,11,67.6%,50-24,67.6%,392-276,58.7%,5-4,55.6%,0,,,,,,,,,,,,W (Bordeaux 75K)
2002,9,7,2,77.8%,16-7,69.6%,120-95,55.8%,3-0,100.0%,0,,,,,,,,,,,,W (Lexington 50K)
2000,9,6,3,66.7%,13-7,65.0%,104-77,57.5%,1-0,100.0%,0,,,,,,,,,,,,W (Cergy Pontoise Challenger)
1999,18,15,3,83.3%,30-7,81.1%,207-123,62.7%,1-0,100.0%,0,,,,,,,,,,,,W (Deauville 10K)
Career,169,94,75,55.6%,213-154,58.0%,1796-1540,53.8%,17-13,56.7%,2,-,-,1.8%,4.0%,68.3%,52.9%,40.3%,48.9%,49.5%,49.2%,0.97,
