Date,Tournament,Surface,Rd,,Score
03-Feb-1964,Manila,,F,Knode / Ryoichi Mori [JPN] d. Reiko Miyagi / Isao Watanabe [JPN],6-2 6-3
09-Jul-1963,Le Touquet 2,Clay,F,Janine Lieffrig [FRA] / Abe Segal [RSA] d. Knode / Allan Kendall [AUS],7-5 6-3
11-Feb-1963,Manila,,F,Rita Bentley [GBR] / Neale Fraser [AUS] d. Knode / Raymundo Deyro [PHI],16-14 0-6 6-1
04-Jul-1960,Dublin,Grass,F,Deidre Catt [GBR] / Bob Hewitt [RSA] d. Knode / Dennis Ralston [USA],6-1 6-1
29-May-1958,Brussels,Clay,F,Knode / Ulf Schmidt [SWE] d. Christiane Mercelis / Jackie Brichant [BEL],6-2 6-3
17-Mar-1958,Alexandria,Clay,F,Knode / Barry Mackay [USA] d. Rasson [] / Nicola Pietrangeli [ITA],6-4 6-3
07-Mar-1958,Cairo,Clay,F,Knode / Barry Mackay [USA] d. Sonia Menasche [] / Giuseppe Merlo [ITA],6-0 6-3
12-Sep-1957,Denver,Hard,F,Knode / Roger Becker [GBR] d. Althea Gibson / Gardnar Mulloy [USA],4-6 6-4 6-4
05-Jun-1957,Noordwijk,Clay,F,Darlene Hard [USA] / Mervyn Rose [AUS] d. Knode / Hugh Stewart [USA],4-6 6-3 6-2
28-Feb-1957,Pittsburgh,Carpet,F,Nancy Oconnell / Ellis Slack [USA] d. Knode / Allerton Miller [USA],UNK
28-Jan-1957,West Palm Beach,Clay,F,Karol Fageros [USA] / Mervyn Rose [AUS] d. Knode / Johann Kupferburger [RSA],6-1 7-5
