Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Australian Open R16,L vs Rybakina,3.2,3.3,3.0,39.4%,32.3%,63.6%,100.0%,47.6%,16.9%,8.5,16.7,0.0,0.0
2025 Osaka R16,L vs Valentova,3.2,3.2,3.3,35.9%,45.8%,57.1%,25.0%,49.2%,6.1%,-0.5,-0.9,-6.5,-10.7
2025 s Hertogenbosch F,W vs Ruse,4.2,4.2,4.3,63.5%,40.0%,52.4%,45.5%,44.0%,12.6%,0.0,0.0,0.0,0.0
2025 s Hertogenbosch SF,W vs Alexandrova,4.0,4.4,3.6,49.2%,56.3%,60.0%,17.6%,50.8%,12.5%,17.0,11.3,9.0,6.2
2025 s Hertogenbosch R32,W vs Tomova,5.2,4.1,6.3,60.0%,56.0%,54.5%,72.2%,54.3%,13.5%,12.0,11.9,14.5,17.7
2025 Miami R32,L vs Swiatek,3.9,4.0,3.7,46.8%,43.9%,36.4%,41.7%,55.2%,8.1%,1.0,0.9,3.5,4.0
2025 Doha R16,L vs Alexandrova,4.0,4.4,3.5,44.4%,33.3%,42.1%,60.0%,48.6%,10.5%,0.0,0.0,4.5,6.6
2025 Singapore F,W vs Li,4.7,4.0,5.3,64.8%,76.7%,25.0%,28.6%,53.0%,6.8%,3.5,3.4,8.0,8.4
2025 Hobart F,L vs Kessler,4.0,4.3,3.7,53.3%,40.7%,15.4%,42.9%,39.7%,6.8%,13.0,14.1,3.0,2.1
2025 Hobart SF,W vs Joint,4.0,3.7,4.3,53.8%,59.3%,64.3%,44.4%,37.6%,5.7%,8.0,12.1,8.0,7.1
2024 US Open R16,L vs Sabalenka,3.4,3.4,3.3,46.0%,44.0%,30.8%,33.3%,51.3%,31.6%,4.0,6.3,8.5,16.7
2024 Wimbledon R64,L vs Raducanu,4.4,4.9,4.0,38.9%,40.0%,44.4%,38.5%,57.4%,6.7%,-5.5,-6.3,3.0,4.4
2024 Roland Garros R32,L vs Rybakina,4.2,5.1,3.5,36.7%,40.0%,61.5%,42.9%,49.7%,13.4%,4.0,5.8,0.0,0.0
2024 Stuttgart R16,L vs Swiatek,4.1,4.1,4.0,46.7%,36.7%,31.3%,71.4%,52.9%,11.2%,3.5,4.4,8.0,10.7
2024 Charleston R16,W vs Svitolina,4.4,4.5,4.1,56.0%,56.0%,68.8%,57.1%,48.0%,21.7%,6.0,9.1,1.5,2.3
2024 Australian Open R64,L vs Kostyuk,5.8,6.5,5.1,48.9%,39.5%,51.4%,46.2%,52.4%,7.4%,9.5,4.0,2.5,1.2
2024 Hobart F,L vs Navarro,5.5,5.5,5.6,49.5%,51.0%,40.6%,40.5%,43.1%,13.4%,5.5,2.9,4.5,1.9
2023 Monastir F,W vs Paolini,5.1,4.6,5.6,65.9%,59.1%,36.4%,78.6%,46.2%,5.4%,6.5,8.2,13.5,13.6
2023 Guadalajara R32,L vs Fernandez,3.3,3.2,3.3,43.6%,46.2%,44.4%,16.7%,46.5%,9.5%,-4.5,-6.7,0.0,0.0
2023 Roland Garros R16,L vs Pavlyuchenkova,4.0,3.4,4.7,52.4%,45.1%,37.5%,50.0%,46.5%,17.3%,11.5,9.4,5.0,3.7
Last 52 Weeks (5 matches),,4.0,4.0,4.0,49.2%,46.6%,57.5%,45.1%,49.4%,12.5%,7.4,8.3,3.4,3.8
Career (101 matches),,4.3,4.3,4.2,50.7%,48.3%,50.7%,48.9%,48.6%,12.5%,4.2,3.9,5.7,5.2
