Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Australian Open R16,L vs Rybakina,0.93,0.53,40.2,2.2,6.5%,58.1%,3.4%,41.4%,33.3%,22.7%
2025 Osaka R16,L vs Valentova,0.89,0.54,41.7,3.0,0.0%,50.0%,0.0%,52.4%,27.6%,32.0%
2025 s Hertogenbosch F,W vs Ruse,1.09,1.28,58.9,3.1,7.1%,69.0%,2.6%,56.4%,33.3%,55.6%
2025 s Hertogenbosch SF,W vs Alexandrova,1.17,1.12,85.5,20.6,8.2%,55.7%,3.4%,61.0%,38.9%,40.8%
2025 s Hertogenbosch R32,W vs Tomova,1.00,1.59,48.1,2.9,8.7%,60.9%,9.5%,66.7%,53.8%,62.5%
2025 Miami R32,L vs Swiatek,0.94,0.74,50.2,2.1,5.4%,59.5%,9.1%,42.4%,48.6%,26.5%
2025 Doha R16,L vs Alexandrova,0.84,0.54,42.4,2.4,15.4%,53.8%,8.0%,56.0%,29.2%,28.6%
2025 Singapore F,W vs Li,1.02,1.65,45.7,2.0,10.7%,67.9%,8.3%,70.8%,53.3%,46.4%
2025 Hobart F,L vs Kessler,0.95,0.73,44.9,2.0,3.8%,53.8%,0.0%,48.1%,38.9%,36.4%
2025 Hobart SF,W vs Joint,1.15,1.53,46.8,2.1,3.6%,53.6%,3.6%,75.0%,41.9%,53.6%
2024 US Open R16,L vs Sabalenka,0.96,0.68,48.4,2.2,2.9%,50.0%,6.1%,57.6%,33.3%,32.3%
2024 US Open R32,W vs Keys,0.98,1.17,80.9,6.7,5.3%,64.9%,1.9%,62.3%,46.0%,41.0%
2024 US Open R64,W vs Tomljanovic,1.09,1.65,41.0,2.3,9.4%,71.9%,13.8%,65.5%,50.0%,44.4%
2024 US Open R128,W vs Kudermetova,1.10,1.22,66.6,7.4,6.8%,63.6%,5.0%,52.5%,55.6%,35.7%
2024 Wimbledon R64,L vs Raducanu,0.80,0.47,34.8,2.2,0.0%,41.7%,4.3%,60.9%,26.9%,30.4%
2024 Wimbledon R128,W vs Hibino,1.07,1.41,54.0,4.9,7.9%,68.4%,18.2%,72.7%,37.8%,40.5%
2024 Roland Garros R32,L vs Rybakina,0.91,0.63,48.5,2.9,0.0%,54.2%,0.0%,42.9%,24.1%,48.0%
2024 Stuttgart R16,L vs Swiatek,0.86,0.66,45.5,2.3,0.0%,42.3%,4.3%,56.5%,36.4%,41.9%
2024 Charleston R16,W vs Svitolina,1.38,1.84,44.1,2.6,3.1%,53.1%,6.5%,74.2%,50.0%,47.1%
2024 Hobart F,L vs Navarro,1.04,0.91,84.1,3.1,1.7%,50.8%,1.8%,45.5%,40.4%,51.1%
2026 (1 matches),,0.93,0.53,40.2,2.2,6.5%,58.1%,3.4%,41.4%,33.3%,22.7%
2025 (9 matches),,1.03,1.01,54.8,2.7,6.9%,58.3%,4.3%,57.6%,40.7%,42.0%
2024 (10 matches),,1.02,0.99,59.8,3.0,4.1%,57.3%,5.9%,58.7%,40.9%,41.3%
2023 (16 matches),,1.03,1.07,51.1,2.6,5.5%,53.2%,6.0%,58.9%,45.7%,45.6%
2022 (10 matches),,0.94,1.03,66.6,3.5,5.0%,61.0%,4.4%,59.8%,42.5%,44.4%
Career (340 matches),,1.02,1.12,57.5,2.7,3.6%,57.9%,3.8%,56.5%,46.0%,47.9%
