Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),20,1936,20,1907,21,1854,15,1827,16,1762,1,8658,,
2025,20,1969,24,1888,31,1825,15,1817,17,1752,5,6730
2024,34,1554,37,1840,38,1789,25,1790,41,1686,8,5430
2023,29,1495,33,1845,32,1808,23,1790,33,1691,,
2022,29,1475,36,1837,32,1801,25,1799,36,1693,,
2021,21,2570,27,1915,24,1884,18,1846,27,1725,,
2020,20,2650,9,1992,7,1956,9,1876,,,6,7490
2019,17,2290,23,1911,23,1869,25,1809,26,1743,6,6615
2018,12,3165,24,1927,24,1868,13,1890,41,1703,11,4455
2017,35,1483,37,1842,37,1784,34,1754,60,1635,45,1725
2016,125,477,162,1560,161,1511,175,1429,103,1548,77,1082
2015,164,332,,,,,,,,,117,587
2014,240,194,,,,,,,,,193,305
2013,601,48,,,,,,,,,716,43
