Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,34,24,10,70.6%,8,4,4,50.0%,2016,2026,SF,32,1.18,5.9%,5.8%,62.2%,69.3%,47.2%,60.9%,46.2%,57.5%,52.7%
Roland Garros,10,Clay,30,20,10,66.7%,10,6,4,60.0%,2016,2025,R16,27,1.10,2.8%,6.4%,59.5%,62.9%,47.5%,56.6%,47.7%,53.3%,50.0%
Wimbledon,10,Grass,28,18,10,64.3%,9,4,5,44.4%,2015,2025,R16,23,1.11,5.0%,5.5%,60.6%,66.9%,51.1%,60.7%,43.8%,64.0%,46.2%
US Open,11,Hard,35,24,11,68.6%,8,5,3,62.5%,2015,2025,QF,31,1.11,6.3%,6.1%,58.0%,68.8%,44.9%,58.8%,45.8%,61.8%,43.7%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2021,2021,R64,0,,,,,,,,,,
Fed Cup,4,,11,8,3,72.7%,2,1,1,50.0%,2017,2020,,11,1.16,5.2%,5.1%,61.0%,67.2%,46.6%,59.1%,47.2%,61.9%,50.0%
Miami,9,Hard,18,9,9,50.0%,5,1,4,20.0%,2017,2026,R16,18,1.03,5.8%,8.9%,55.2%,68.8%,41.4%,56.6%,44.8%,56.6%,51.6%
Indian Wells,9,Hard,15,6,9,40.0%,4,2,2,50.0%,2017,2026,R16,15,1.00,4.2%,9.0%,56.8%,65.4%,40.2%,54.5%,45.6%,49.6%,42.6%
Dubai,9,Hard,20,11,9,55.0%,4,0,4,0.0%,2017,2026,SF,20,1.07,4.6%,7.5%,57.8%,66.0%,42.2%,55.9%,47.0%,52.0%,51.4%
Doha,8,Hard,23,16,7,69.6%,2,1,1,50.0%,2018,2026,W,23,1.13,5.2%,6.9%,56.7%,66.2%,48.8%,58.7%,46.8%,53.0%,48.8%
United Cup,2,Hard,6,4,2,66.7%,1,0,1,0.0%,2023,2026,SF,2,0.93,1.5%,9.2%,63.4%,61.4%,37.5%,52.7%,43.9%,54.5%,66.7%
Osaka,3,Hard,8,5,3,62.5%,1,1,0,100.0%,2019,2025,SF,8,1.12,5.1%,7.2%,56.9%,68.0%,52.9%,61.5%,43.2%,52.4%,42.2%
