Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R16,L vs Sabalenka,97.3,104.2,5.3,104.0,103.7,115,95,90.5,4.4,94.3,85.8,100,81
2024 US Open R32,W vs Keys,92.9,99.4,8.3,104.6,94.9,112,84,84.9,5.3,89.5,85.2,95,74
2024 US Open R64,W vs Tomljanovic,96.1,100.3,8.1,104.0,91.0,113,81,87.1,9.1,96.5,93.0,104,61
2024 US Open R128,W vs Kudermetova,90.4,97.7,9.4,105.3,92.5,112,62,84.3,6.2,88.8,81.0,100,66
2024 Wimbledon R64,L vs Raducanu,98.0,103.7,7.5,108.5,98.6,117,87,89.8,3.0,92.8,90.0,96,83
2023 US Open R32,L vs Gauff,94.9,103.9,6.1,107.7,99.0,116,90,82.5,4.1,88.5,83.8,90,77
2023 US Open R64,W vs Collins,98.2,103.9,7.7,108.8,99.6,115,62,88.0,6.9,100.0,88.0,103,75
2023 US Open R128,W vs Bjorklund,96.1,103.0,7.6,109.1,98.1,116,78,85.3,5.6,91.4,81.0,99,77
2023 Wimbledon R64,L vs Svitolina,96.5,103.8,6.6,110.0,100.8,114,90,87.9,3.9,,86.0,95,82
2022 US Open R128,L vs Begu,94.3,102.4,9.3,106.6,92.5,116,68,82.9,6.0,93.0,84.0,105,74
2022 Wimbledon R16,L vs Jabeur,98.3,103.8,7.3,108.5,98.7,118,85,85.7,5.9,98.5,83.4,103,75
2022 Wimbledon R32,W vs Kerber,98.6,102.4,8.6,107.3,97.1,116,87,87.9,7.8,90.3,,105,76
2021 US Open R16,L vs Sabalenka,97.3,102.6,8.3,108.8,98.6,117,82,87.2,4.8,94.5,89.0,98,78
2021 US Open R32,W vs Jabeur,99.0,104.5,7.3,108.4,102.0,117,89,89.3,6.9,94.7,85.0,106,79
2021 US Open R64,W vs Grammatikopoulou,96.2,100.6,8.9,105.3,92.0,118,88,88.7,9.9,97.8,79.0,107,76
2021 US Open R128,W vs Peterson,89.2,94.5,10.6,103.1,89.1,117,67,80.9,8.9,87.1,76.0,103,65
2021 Wimbledon R32,L vs Keys,97.6,103.0,7.4,108.0,103.2,117,88,89.8,3.7,90.0,88.0,100,84
2021 Wimbledon R128,W vs Dart,100.2,107.8,6.6,110.1,110.0,116,93,89.2,9.3,95.2,,113,73
2019 US Open QF,L vs Andreescu,92.3,99.6,6.6,107.1,98.2,113,83,77.9,6.6,83.5,79.0,100,68
2019 US Open R16,W vs Ahn,90.1,99.6,7.3,104.3,97.8,112,85,77.6,4.9,83.5,72.0,88,69
Career (36 matches),,93.9,100.3,7.6,105.0,97.5,118,62,82.6,5.8,88.7,82.3,113,61
