Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Australian Open R16,L vs Rybakina,0.0%,-,5.5%,83.3%,18.2%,31.6%,0.0%,10.3%,0.0%,0.8%,100.0%,-57,-29
2025 Osaka R16,L vs Valentova,0.0%,-,7.1%,57.1%,14.0%,18.8%,0.0%,5.1%,14.3%,1.5%,0.0%,79,74
2025 s Hertogenbosch F,W vs Ruse,0.0%,-,5.0%,71.4%,8.8%,5.9%,0.0%,6.0%,12.5%,2.1%,40.0%,-81,-48
2025 s Hertogenbosch SF,W vs Alexandrova,0.0%,-,4.0%,77.8%,13.8%,25.5%,0.0%,6.8%,15.0%,2.8%,30.0%,-102,-38
2025 s Hertogenbosch R32,W vs Tomova,0.0%,-,5.3%,80.0%,13.5%,21.4%,0.0%,20.3%,31.3%,1.0%,0.0%,-24,-11
2025 Miami R32,L vs Swiatek,0.0%,-,4.3%,50.0%,12.8%,15.8%,0.0%,10.9%,23.1%,1.4%,0.0%,-22,-7
2025 Doha R16,L vs Alexandrova,0.0%,-,4.2%,75.0%,12.1%,12.5%,0.0%,14.3%,66.7%,0.0%,-,-30,-12
2025 Singapore F,W vs Li,0.0%,-,2.7%,100.0%,9.5%,17.2%,0.0%,8.7%,55.6%,0.0%,-,-113,-62
2025 Hobart F,L vs Kessler,0.0%,-,5.2%,66.7%,18.2%,21.4%,0.0%,11.1%,8.3%,0.4%,0.0%,-51,-47
2025 Hobart SF,W vs Joint,0.0%,-,5.2%,50.0%,15.7%,16.7%,0.0%,11.0%,50.0%,1.5%,0.0%,-27,1
2024 US Open R16,L vs Sabalenka,0.0%,-,6.1%,87.5%,11.1%,16.7%,0.0%,22.9%,100.0%,0.0%,-,-82,-37
2024 Wimbledon R64,L vs Raducanu,0.0%,-,10.4%,60.0%,9.1%,26.3%,0.0%,12.1%,35.7%,2.3%,0.0%,-22,-25
2024 Roland Garros R32,L vs Rybakina,0.0%,-,8.1%,62.5%,14.3%,21.7%,0.0%,5.6%,7.7%,1.2%,100.0%,-77,-71
2024 Stuttgart R16,L vs Swiatek,0.0%,-,4.4%,80.0%,13.8%,25.0%,0.0%,19.2%,37.5%,0.5%,0.0%,-43,-39
2024 Charleston R16,W vs Svitolina,0.0%,-,3.1%,100.0%,8.9%,14.3%,0.0%,9.6%,44.4%,3.4%,16.7%,-54,-52
2024 Australian Open R64,L vs Kostyuk,0.0%,-,18.3%,59.0%,6.1%,11.9%,0.0%,7.8%,18.4%,0.8%,25.0%,-108,-86
2024 Hobart F,L vs Navarro,0.0%,-,11.7%,56.0%,7.5%,10.9%,0.0%,9.0%,24.3%,1.4%,0.0%,-92,-82
2023 Monastir F,W vs Paolini,0.0%,-,4.4%,100.0%,11.3%,23.5%,0.0%,13.3%,40.0%,1.0%,0.0%,-22,-21
2023 Guadalajara R32,L vs Fernandez,0.0%,-,4.2%,60.0%,12.5%,31.6%,0.0%,10.0%,11.1%,0.6%,0.0%,-2,73
2023 Roland Garros R16,L vs Pavlyuchenkova,0.0%,-,6.3%,64.3%,10.3%,21.9%,0.0%,9.4%,23.1%,0.9%,0.0%,-124,-41
Last 52 Weeks (5 matches),,0.0%,-,5.1%,73.5%,13.4%,22.1%,0.0%,9.6%,17.7%,1.9%,30.0%,-55,-20
Career (101 matches),,0.0%,100.0%,7.6%,69.7%,10.4%,16.0%,9.2%,10.7%,27.3%,1.1%,29.5%,-38,-17
