Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Australian Open R16,L vs Rybakina,51.0%,52.0%,8.2%,2/2,2.41,14.0%,50.0%,56.3%,3.1%,2.30,28.6%,56.3%,44.4%,18.8%,2.51,0.0%
2025 Osaka R16,L vs Valentova,63.0%,41.2%,5.6%,3/0,2.24,6.1%,56.7%,29.4%,3.3%,2.27,7.4%,77.3%,52.9%,9.1%,2.12,0.0%
2025 s Hertogenbosch F,W vs Ruse,75.0%,42.2%,6.7%,2/2,2.24,9.1%,84.8%,35.7%,9.1%,2.31,12.8%,85.0%,52.9%,5.0%,2.07,0.0%
2025 s Hertogenbosch SF,W vs Alexandrova,68.0%,50.0%,4.9%,3/2,2.46,0.0%,66.0%,40.0%,5.7%,2.56,0.0%,79.5%,60.0%,4.5%,2.32,0.0%
2025 s Hertogenbosch R32,W vs Tomova,88.0%,65.9%,6.0%,0/3,2.50,51.6%,84.8%,71.4%,3.0%,2.80,80.0%,94.1%,56.3%,11.8%,1.95,0.0%
2025 Miami R32,L vs Swiatek,66.2%,51.1%,7.0%,2/3,2.43,2.1%,61.7%,44.8%,2.1%,2.39,4.3%,85.7%,61.1%,19.0%,2.47,0.0%
2025 Doha R16,L vs Alexandrova,68.9%,38.7%,11.1%,1/4,2.65,0.0%,62.5%,46.7%,16.7%,2.62,0.0%,80.0%,31.3%,5.0%,2.71,0.0%
2025 Singapore F,W vs Li,84.5%,57.1%,1.7%,1/0,2.72,22.6%,75.8%,52.0%,0.0%,2.70,28.6%,100.0%,62.5%,4.2%,2.75,10.0%
2025 Hobart F,L vs Kessler,68.1%,53.2%,11.6%,4/4,2.62,7.5%,67.5%,59.3%,12.5%,2.56,11.8%,71.4%,45.0%,10.7%,2.72,0.0%
2025 Hobart SF,W vs Joint,78.0%,56.5%,3.4%,1/1,2.31,16.1%,76.5%,61.5%,2.9%,2.25,23.8%,87.0%,50.0%,4.3%,2.45,0.0%
2024 US Open R16,L vs Sabalenka,68.8%,40.9%,10.9%,3/4,2.55,11.1%,66.7%,37.5%,2.8%,2.60,18.2%,80.0%,45.0%,24.0%,2.50,4.3%
2024 Wimbledon R64,L vs Raducanu,65.3%,40.6%,6.1%,3/0,2.46,15.4%,66.7%,37.5%,5.6%,2.26,26.1%,66.7%,50.0%,8.3%,2.74,0.0%
2024 Roland Garros R32,L vs Rybakina,72.2%,43.6%,5.6%,0/3,2.44,2.8%,69.4%,36.0%,5.6%,2.50,4.0%,87.5%,57.1%,6.3%,2.28,0.0%
2024 Stuttgart R16,L vs Swiatek,79.7%,47.1%,6.3%,2/2,2.46,10.5%,79.2%,44.7%,6.3%,2.46,19.0%,86.7%,53.8%,6.7%,2.46,0.0%
2024 Charleston R16,W vs Svitolina,80.0%,60.7%,2.9%,0/1,2.23,2.2%,72.0%,55.6%,0.0%,2.22,3.4%,100.0%,70.0%,10.0%,2.26,0.0%
2024 Australian Open R64,L vs Kostyuk,72.2%,35.9%,3.7%,3/1,2.48,23.8%,76.8%,32.1%,0.0%,2.49,36.0%,89.3%,44.0%,14.3%,2.47,3.3%
2024 Hobart F,L vs Navarro,84.8%,51.2%,5.1%,1/4,2.54,11.0%,92.4%,49.2%,3.0%,2.44,17.0%,74.2%,56.5%,9.7%,2.68,2.6%
2023 Monastir F,W vs Paolini,93.8%,64.4%,0.0%,0/0,2.28,0.0%,92.5%,64.9%,0.0%,2.41,0.0%,100.0%,62.5%,0.0%,1.97,0.0%
2023 Guadalajara R32,L vs Fernandez,60.7%,41.2%,5.4%,1/2,2.52,2.5%,66.7%,33.3%,7.4%,2.70,4.8%,66.7%,50.0%,4.2%,2.33,0.0%
2023 Roland Garros R16,L vs Pavlyuchenkova,78.6%,48.1%,9.2%,6/3,2.48,2.7%,83.6%,51.0%,9.8%,2.59,4.2%,89.7%,42.3%,10.3%,2.28,0.0%
Last 52 Weeks (5 matches),,69.0%,50.5%,6.0%,52.6%,2.38,12.1%,68.5%,46.8%,5.0%,2.44,19.1%,79.0%,55.3%,8.4%,2.26,0.0%
Career (101 matches),,75.1%,51.5%,4.8%,51.6%,2.48,8.6%,76.6%,47.7%,3.4%,2.47,13.0%,83.8%,57.8%,8.2%,2.49,1.6%
