Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2014 Miami R128,L vs Ebden,58.0%,39.2%,1.1%,1/0,2.18,32.6%,55.4%,38.7%,0.0%,1.64,36.4%,83.3%,40.0%,4.2%,2.69,29.2%
2009 Belgrade F,L vs Djokovic,65.2%,46.7%,2.9%,0/2,2.10,9.3%,60.9%,50.0%,2.2%,2.14,16.0%,81.0%,41.2%,4.8%,2.03,0.0%
Career (2 matches),,61.1%,42.7%,1.9%,33.3%,2.14,21.3%,57.8%,44.1%,1.0%,1.90,25.5%,82.2%,40.5%,4.4%,2.41,16.7%
