Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,16,8,8,50.0%,1,1,0,100.0%,2005,2015,R16,11,0.98,7.0%,6.4%,61.7%,70.9%,43.0%,60.2%,38.8%,56.6%,42.1%
Roland Garros,8,Clay,20,12,8,60.0%,14,10,4,71.4%,2005,2014,R32,14,0.99,4.2%,4.5%,63.6%,67.6%,47.3%,60.2%,39.3%,59.6%,44.0%
Wimbledon,8,Grass,23,15,8,65.2%,14,7,7,50.0%,2005,2014,QF,15,1.07,11.8%,5.1%,63.5%,75.7%,53.7%,67.7%,34.6%,63.7%,47.0%
US Open,6,Hard,13,7,6,53.8%,4,3,1,75.0%,2005,2013,R32,6,0.75,3.7%,5.4%,57.9%,63.8%,48.4%,57.3%,32.1%,48.4%,34.1%
Olympics,1,,1,0,1,0.0%,1,0,1,0.0%,2012,2012,R64,1,1.00,7.0%,1.8%,77.2%,75.0%,61.5%,71.9%,28.0%,60.0%,12.5%
Davis Cup,10,,27,17,10,63.0%,17,12,5,70.6%,2001,2015,,0,,,,,,,,,,
Shanghai Masters,6,Hard,15,9,6,60.0%,10,2,8,20.0%,2009,2015,R64,11,1.06,7.8%,4.6%,65.6%,72.4%,55.0%,66.4%,35.7%,72.3%,46.3%
Acapulco,6,Hard,11,5,6,45.5%,2,1,1,50.0%,2009,2014,QF,9,1.06,6.3%,7.5%,60.6%,66.9%,47.9%,59.4%,43.2%,59.2%,42.9%
Indian Wells Masters,6,Hard,8,2,6,25.0%,2,1,1,50.0%,2009,2015,R64,7,0.90,5.9%,7.7%,61.9%,67.5%,43.9%,58.5%,37.3%,60.9%,43.2%
Doha,4,Hard,11,6,5,54.5%,5,2,3,40.0%,2009,2013,QF,8,1.02,4.8%,5.1%,62.3%,66.2%,50.5%,60.3%,40.7%,62.9%,41.4%
Vienna,5,Hard,8,3,5,37.5%,3,1,2,33.3%,2006,2013,R16,8,0.93,9.9%,5.2%,61.0%,68.1%,41.3%,57.7%,39.5%,47.3%,44.0%
Monte Carlo Masters,5,Clay,6,1,5,16.7%,1,1,0,100.0%,2010,2014,R64,6,0.76,3.4%,6.5%,62.1%,60.5%,38.6%,52.2%,36.4%,42.0%,44.4%
