Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,103,38,65,36.9%,114-159,41.8%,1279-1398,47.8%,18-23,43.9%,93,74.2%,20.9%,6.6%,5.7%,61.7%,68.8%,47.2%,60.5%,36.2%,48.6%,0.92
Clay,97,46,51,47.4%,126-133,48.6%,1223-1276,48.9%,25-13,65.8%,81,70.5%,24.4%,4.0%,5.6%,62.5%,66.7%,46.5%,59.1%,37.9%,48.6%,0.93
Grass,25,13,12,52.0%,41-36,53.2%,387-369,51.2%,7-7,50.0%,24,83.3%,18.9%,10.2%,5.2%,62.9%,74.6%,51.6%,66.1%,34.6%,50.4%,1.02
Carpet,3,2,1,66.7%,7-4,63.6%,61-51,54.5%,1-1,50.0%,1,71.4%,21.4%,1.3%,3.9%,62.3%,60.4%,58.6%,59.7%,32.5%,45.6%,0.81
Grand Slams,42,22,20,52.4%,74-77,49.0%,744-763,49.4%,17-9,65.4%,40,76.8%,21.6%,7.2%,5.1%,62.9%,70.5%,48.2%,62.3%,36.2%,49.5%,0.96
Masters,31,7,24,22.6%,24-53,31.2%,330-428,43.5%,5-7,41.7%,31,72.5%,14.9%,5.9%,5.9%,63.1%,68.2%,47.2%,60.4%,34.3%,47.5%,0.87
Other Tours,128,53,75,41.4%,134-165,44.8%,1401-1489,48.5%,17-23,42.5%,128,73.2%,24.0%,5.5%,5.7%,61.5%,68.0%,47.4%,60.0%,37.4%,48.9%,0.94
Best of 5,67,37,30,55.2%,126-113,52.7%,1192-1154,50.8%,28-14,66.7%,40,76.8%,21.6%,7.2%,5.1%,62.9%,70.5%,48.2%,62.3%,36.2%,49.5%,0.96
Best of 3,161,62,99,38.5%,162-219,42.5%,1758-1940,47.5%,23-30,43.4%,159,73.0%,22.1%,5.6%,5.7%,61.9%,68.0%,47.3%,60.1%,36.7%,48.6%,0.92
Finals,2,0,2,0.0%,0-4,0.0%,10-25,28.6%,0-1,0.0%,2,35.3%,23.5%,2.9%,4.8%,56.7%,54.2%,26.7%,42.3%,34.0%,38.1%,0.59
Semi-finals,3,2,1,66.7%,5-3,62.5%,41-35,53.9%,1-0,100.0%,3,78.9%,27.0%,6.5%,6.0%,59.1%,71.5%,52.6%,63.8%,38.1%,51.3%,1.05
Quarter-finals,11,3,8,27.3%,9-18,33.3%,116-147,44.1%,2-2,50.0%,11,65.6%,22.9%,3.3%,5.8%,61.4%,63.1%,46.2%,56.5%,36.5%,46.9%,0.84
vs Righties,199,89,110,44.7%,251-283,47.0%,2537-2657,48.8%,46-39,54.1%,174,74.3%,21.9%,5.7%,5.5%,62.3%,68.5%,48.0%,60.8%,36.4%,48.8%,0.93
vs Lefties,28,9,19,32.1%,34-49,41.0%,395-430,47.9%,5-5,50.0%,25,72.9%,22.5%,8.3%,5.8%,61.4%,70.2%,44.6%,60.3%,37.8%,49.0%,0.95
vs Top 10,14,2,12,14.3%,7-29,19.4%,134-202,39.9%,0-3,0.0%,14,64.4%,16.1%,5.5%,7.8%,59.7%,65.9%,42.8%,56.6%,31.2%,44.0%,0.72
