Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Australian Open Q3,W vs Klein,30.9%,46.4%,56.7%,38.6%,33.3%,50.0%,70.0%,45.7%,44.4%,51.5%,40.0%,27.0%,40.5%,37.0%,-79
2025 Tiburon CH F,W vs Zink,20.8%,41.7%,77.1%,33.1%,25.0%,50.0%,85.7%,46.1%,41.7%,25.0%,-,17.6%,35.3%,64.3%,47
2023 Palmas del Mar CH F,L vs Nishikori,26.9%,32.8%,27.1%,32.5%,31.7%,41.5%,35.7%,41.0%,33.3%,64.7%,66.7%,20.0%,20.0%,15.0%,-21
Career (3 matches),,27.4%,41.0%,52.0%,35.4%,31.0%,47.3%,62.9%,44.3%,39.7%,48.5%,54.5%,22.8%,32.9%,36.1%,-6
