Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2011 Cincinnati R16,L vs Federer,51.2%,47.6%,14.6%,2/4,2.33,43.6%,43.5%,50.0%,17.4%,2.27,30.8%,64.7%,45.5%,11.8%,2.46,69.2%
2010 US Open R32,L vs Djokovic,60.6%,47.4%,4.3%,3/1,2.09,1.9%,59.7%,51.2%,2.8%,2.12,2.6%,73.7%,35.7%,10.5%,2.03,0.0%
2009 Queens Club F,L vs Murray,59.3%,37.1%,1.7%,0/1,2.31,18.9%,47.1%,37.5%,0.0%,2.34,36.8%,86.4%,36.8%,4.5%,2.28,0.0%
2008 Paris SF,L vs Tsonga,50.0%,31.8%,11.4%,3/2,1.93,12.2%,39.3%,27.3%,0.0%,1.79,22.2%,73.3%,36.4%,33.3%,2.11,0.0%
2008 US Open R32,L vs Fish,53.1%,53.8%,9.2%,3/6,-,6.3%,35.7%,45.0%,5.4%,-,6.5%,82.1%,59.4%,15.4%,-,6.3%
2008 Olympics BR,L vs Djokovic,52.4%,33.3%,0.0%,0/0,2.26,0.0%,52.1%,28.0%,0.0%,2.26,0.0%,57.1%,50.0%,0.0%,2.26,0.0%
2008 Olympics SF,L vs Gonzalez,68.8%,43.2%,7.2%,8/2,1.81,56.7%,63.6%,38.1%,4.0%,1.57,71.1%,94.1%,53.1%,17.6%,2.06,42.2%
2008 Rome QF,L vs Wawrinka,73.7%,39.7%,3.0%,2/1,2.35,26.7%,74.6%,38.0%,1.5%,2.38,47.9%,76.7%,43.5%,6.7%,2.33,0.0%
2008 Delray Beach F,L vs Nishikori,68.4%,42.3%,6.6%,2/3,2.23,24.4%,61.5%,37.5%,0.0%,2.25,55.0%,83.3%,50.0%,20.8%,2.22,0.0%
2008 Australian Open QF,L vs Federer,59.4%,50.9%,2.1%,1/1,2.07,48.2%,52.3%,47.1%,1.5%,2.06,42.2%,74.2%,56.5%,3.2%,2.09,55.3%
2007 Davis Cup World Group F RR,W vs Youzhny,65.8%,52.8%,3.7%,4/2,2.22,28.9%,64.6%,54.7%,2.0%,2.15,44.0%,76.4%,50.0%,7.3%,2.30,12.8%
2007 US Open R16,L vs Haas,69.8%,53.4%,3.0%,3/2,2.02,28.4%,67.9%,50.0%,1.9%,1.95,44.9%,78.0%,58.7%,5.1%,2.09,10.9%
2007 Cincinnati F,L vs Federer,57.6%,52.6%,0.0%,0/0,1.76,47.1%,46.3%,36.8%,0.0%,1.88,29.4%,82.6%,68.4%,0.0%,1.65,64.7%
2007 Cincinnati SF,W vs Davydenko,80.7%,60.9%,7.0%,1/3,2.04,8.1%,80.0%,61.1%,0.0%,2.19,16.7%,90.9%,60.0%,36.4%,1.89,0.0%
2007 Australian Open R16,L vs Gonzalez,56.9%,53.4%,7.8%,7/1,1.88,39.3%,53.4%,48.7%,1.4%,1.76,55.0%,67.9%,63.2%,25.0%,1.98,25.0%
2006 Masters Cup F,L vs Federer,61.6%,49.1%,3.5%,0/3,1.88,31.7%,52.5%,51.6%,1.7%,1.88,25.0%,84.6%,45.5%,7.7%,1.88,39.3%
2006 Masters Cup SF,W vs Nalbandian,81.0%,62.7%,3.2%,2/0,2.22,23.7%,85.7%,63.9%,4.8%,2.38,27.6%,75.0%,60.0%,0.0%,1.72,11.1%
2006 Masters Cup RR,W vs Davydenko,77.3%,52.0%,6.2%,2/4,2.51,6.5%,76.7%,45.7%,3.3%,2.46,16.0%,85.3%,62.1%,11.8%,2.54,0.0%
2006 US Open QF,L vs Federer,60.6%,51.8%,7.3%,5/5,2.28,33.3%,59.0%,36.7%,7.2%,2.16,20.3%,69.4%,73.5%,8.2%,2.43,49.0%
2006 Indianapolis F,W vs Roddick,49.5%,50.0%,5.4%,4/1,1.98,6.4%,46.4%,59.4%,1.4%,1.91,11.4%,66.7%,28.6%,19.0%,2.03,2.3%
Career (37 matches),,64.4%,50.2%,5.1%,56.8%,2.09,23.4%,61.5%,46.9%,3.3%,2.03,30.3%,78.9%,55.0%,9.2%,2.15,15.9%
