Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2011 Cincinnati R16,L vs Federer,9.1%,40.0%,13.0%,53.8%,18.6%,14.3%,0.0%,25.0%,100.0%,0.0%,-,123,101
2010 US Open R32,L vs Djokovic,1.3%,0.0%,13.5%,60.9%,24.2%,31.0%,20.0%,12.0%,28.6%,0.5%,0.0%,107,74
2009 Queens Club F,L vs Murray,0.0%,-,11.4%,84.6%,19.0%,25.0%,14.3%,9.3%,10.0%,1.3%,50.0%,83,61
2008 Paris SF,L vs Tsonga,4.7%,66.7%,17.9%,55.0%,12.3%,18.2%,14.3%,0.0%,0.0%,0.8%,0.0%,-6,-4
2008 US Open R32,L vs Fish,0.0%,-,7.0%,50.0%,15.8%,23.8%,0.0%,7.3%,12.5%,0.0%,-,42,30
2008 Olympics BR,L vs Djokovic,3.4%,100.0%,8.9%,100.0%,16.0%,35.3%,0.0%,7.7%,16.7%,0.0%,-,9,28
2008 Olympics SF,L vs Gonzalez,9.8%,66.7%,15.9%,60.5%,14.4%,20.6%,8.5%,13.9%,60.0%,0.3%,0.0%,-20,-2
2008 Rome QF,L vs Wawrinka,1.8%,50.0%,12.3%,76.9%,15.2%,20.6%,33.3%,4.2%,5.6%,1.1%,25.0%,26,10
2008 Delray Beach F,L vs Nishikori,0.0%,-,11.3%,82.4%,16.7%,26.3%,0.0%,12.1%,28.6%,1.1%,50.0%,34,59
2008 Australian Open QF,L vs Federer,0.0%,-,8.5%,72.2%,22.4%,17.9%,7.7%,16.4%,28.6%,0.8%,50.0%,53,43
2007 Davis Cup World Group F RR,W vs Youzhny,1.6%,100.0%,14.5%,84.1%,29.6%,33.3%,61.5%,10.3%,15.6%,0.0%,-,23,42
2007 US Open R16,L vs Haas,2.5%,100.0%,12.7%,76.9%,12.9%,16.3%,0.0%,13.4%,31.8%,0.0%,-,24,28
2007 Cincinnati F,L vs Federer,0.0%,-,9.7%,63.6%,15.3%,17.6%,28.6%,12.1%,20.0%,0.0%,-,28,19
2007 Cincinnati SF,W vs Davydenko,1.7%,100.0%,7.6%,66.7%,16.3%,15.0%,14.3%,5.0%,11.1%,0.0%,-,35,58
2007 Australian Open R16,L vs Gonzalez,3.9%,75.0%,19.7%,71.4%,27.0%,21.2%,22.6%,9.1%,28.6%,1.1%,0.0%,51,42
2006 Masters Cup F,L vs Federer,1.3%,100.0%,10.2%,47.1%,10.0%,5.0%,33.3%,6.7%,33.3%,0.4%,0.0%,-35,-33
2006 Masters Cup SF,W vs Nalbandian,5.7%,100.0%,10.0%,83.3%,15.9%,15.4%,66.7%,11.7%,37.5%,0.5%,0.0%,28,32
2006 Masters Cup RR,W vs Davydenko,2.5%,50.0%,9.7%,55.6%,12.4%,25.0%,66.7%,5.3%,7.7%,0.3%,0.0%,-56,-38
2006 US Open QF,L vs Federer,4.8%,57.1%,10.0%,62.1%,13.8%,8.9%,10.3%,5.8%,20.0%,0.5%,0.0%,-19,9
2006 Indianapolis F,W vs Roddick,0.9%,0.0%,11.9%,57.7%,21.0%,17.1%,14.8%,16.7%,57.1%,0.0%,-,53,71
Career (37 matches),,5.4%,59.9%,13.4%,65.7%,16.9%,20.6%,13.2%,8.9%,23.3%,0.7%,21.7%,12,13
