Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,448,283,165,63.2%,681-453,60.1%,5905-5179,53.3%,103-91,53.1%,429,80.5%,25.8%,7.7%,3.5%,57.6%,73.5%,51.2%,64.0%,39.0%,51.5%,1.09
Clay,100,46,54,46.0%,130-139,48.3%,1335-1347,49.8%,24-26,48.0%,90,74.8%,25.3%,4.9%,2.8%,57.9%,68.1%,51.0%,60.9%,38.2%,49.8%,0.98
Grass,62,32,30,51.6%,87-84,50.9%,862-829,51.0%,11-10,52.4%,59,81.0%,21.0%,8.2%,4.1%,59.5%,73.3%,50.2%,64.0%,36.3%,50.4%,1.01
Carpet,16,7,9,43.8%,19-22,46.3%,193-200,49.1%,2-3,40.0%,12,82.1%,14.8%,7.2%,3.2%,59.0%,73.3%,51.3%,64.3%,33.0%,48.8%,0.92
Grand Slams,102,60,42,58.8%,212-154,57.9%,1892-1688,52.8%,32-27,54.2%,102,79.6%,25.9%,6.7%,3.4%,59.4%,71.6%,51.5%,63.4%,38.9%,51.2%,1.06
Masters,153,84,69,54.9%,197-169,53.8%,1814-1715,51.4%,28-27,50.9%,150,78.0%,24.7%,6.6%,3.5%,57.3%,71.9%,50.3%,62.7%,38.5%,50.6%,1.03
Other Tours,338,205,133,60.7%,452-329,57.9%,4064-3647,52.7%,67-70,48.9%,333,80.7%,24.5%,8.0%,3.5%,57.4%,73.6%,51.3%,64.1%,38.2%,51.2%,1.07
Best of 5,121,66,55,54.5%,241-195,55.3%,2227-2063,51.9%,41-32,56.2%,104,79.2%,25.7%,6.6%,3.4%,59.3%,71.3%,51.3%,63.2%,38.8%,51.1%,1.05
Best of 3,505,302,203,59.8%,676-503,57.3%,6068-5492,52.5%,99-98,50.3%,486,79.8%,24.8%,7.5%,3.5%,57.4%,73.0%,51.0%,63.7%,38.4%,51.1%,1.06
Finals,24,10,14,41.7%,27-36,42.9%,291-322,47.5%,4-2,66.7%,24,73.2%,22.1%,6.8%,3.6%,54.8%,71.8%,47.6%,60.8%,36.7%,48.9%,0.94
Semi-finals,35,24,11,68.6%,49-29,62.8%,422-373,53.1%,9-6,60.0%,34,81.4%,24.0%,7.5%,2.9%,57.8%,73.0%,51.5%,63.9%,37.9%,51.2%,1.05
Quarter-finals,65,34,31,52.3%,82-75,52.2%,791-765,50.8%,17-18,48.6%,63,79.3%,21.9%,8.2%,3.4%,58.2%,72.7%,52.2%,64.2%,37.2%,50.5%,1.04
vs Righties,561,324,237,57.8%,812-636,56.1%,7416-6789,52.2%,122-121,50.2%,528,79.4%,25.2%,7.3%,3.4%,58.0%,72.4%,51.1%,63.4%,38.6%,51.0%,1.05
vs Lefties,65,44,21,67.7%,105-62,62.9%,879-766,53.4%,18-9,66.7%,62,82.1%,23.3%,7.4%,3.7%,57.3%,74.5%,51.3%,64.6%,37.7%,51.3%,1.07
vs Top 10,75,20,55,26.7%,64-132,32.7%,884-1078,45.1%,10-24,29.4%,70,70.6%,19.6%,6.1%,3.3%,57.9%,66.8%,49.0%,59.3%,36.0%,47.8%,0.88
