Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2011 Cincinnati R16,L vs Federer,25.4%,32.2%,38.5%,31.0%,33.3%,41.0%,38.5%,41.8%,50.0%,47.4%,40.0%,13.3%,20.0%,38.5%,-8
2010 US Open R32,L vs Djokovic,23.4%,33.8%,53.7%,32.1%,28.3%,37.7%,50.0%,40.9%,53.8%,33.3%,33.3%,15.8%,31.6%,62.5%,19
2009 Queens Club F,L vs Murray,30.9%,41.8%,54.1%,37.6%,38.7%,54.8%,47.4%,50.6%,53.8%,61.1%,50.0%,21.7%,26.1%,61.1%,-16
2008 Paris SF,L vs Tsonga,25.0%,39.7%,44.0%,33.4%,31.7%,53.7%,57.1%,45.6%,34.8%,50.0%,50.0%,15.4%,19.2%,27.3%,-23
2008 US Open R32,L vs Fish,35.6%,39.6%,41.3%,38.4%,45.6%,49.1%,41.9%,50.5%,52.0%,34.4%,0.0%,23.8%,28.6%,40.6%,-10
2008 Olympics BR,L vs Djokovic,25.0%,36.7%,64.3%,27.5%,38.7%,48.4%,63.2%,43.5%,35.7%,29.4%,0.0%,11.5%,26.9%,65.2%,-4
2008 Olympics SF,L vs Gonzalez,29.3%,43.6%,55.6%,38.0%,39.2%,60.8%,64.4%,54.9%,44.7%,41.7%,0.0%,18.2%,23.6%,46.7%,24
2008 Rome QF,L vs Wawrinka,21.4%,33.0%,50.0%,28.6%,26.2%,41.5%,50.0%,38.5%,37.9%,30.6%,40.0%,15.6%,22.2%,50.0%,-15
2008 Delray Beach F,L vs Nishikori,34.7%,46.7%,53.3%,42.4%,51.2%,70.7%,70.0%,65.4%,56.5%,33.3%,100.0%,16.7%,20.0%,40.0%,44
2008 Australian Open QF,L vs Federer,23.3%,36.2%,49.4%,30.7%,33.8%,48.5%,55.6%,46.5%,31.0%,48.7%,50.0%,9.5%,21.4%,42.1%,-24
2007 Davis Cup World Group F RR,W vs Youzhny,28.0%,42.0%,63.3%,35.7%,39.3%,58.3%,74.5%,52.4%,38.9%,50.0%,50.0%,13.0%,20.4%,51.1%,15
2007 US Open R16,L vs Haas,27.5%,38.4%,46.3%,35.1%,34.7%,48.0%,55.1%,48.5%,44.4%,38.5%,33.3%,20.7%,29.3%,37.0%,41
2007 Cincinnati F,L vs Federer,19.1%,27.7%,50.0%,26.2%,29.2%,41.7%,47.1%,42.9%,53.8%,27.3%,0.0%,10.5%,15.8%,52.9%,-22
2007 Cincinnati SF,W vs Davydenko,37.7%,44.3%,35.1%,42.0%,50.0%,61.1%,44.4%,57.2%,53.3%,52.4%,100.0%,20.8%,20.8%,26.3%,-19
2007 Australian Open R16,L vs Gonzalez,18.9%,38.7%,54.8%,28.9%,27.3%,54.5%,65.0%,47.5%,45.8%,45.2%,75.0%,12.0%,26.0%,45.5%,0
2006 Masters Cup F,L vs Federer,23.5%,37.0%,35.0%,27.8%,31.9%,46.8%,34.4%,39.4%,47.8%,70.8%,60.0%,12.5%,25.0%,35.7%,10
2006 Masters Cup SF,W vs Nalbandian,28.1%,38.6%,51.3%,36.7%,26.8%,39.0%,50.0%,38.8%,29.4%,41.7%,66.7%,35.7%,42.9%,55.6%,110
2006 Masters Cup RR,W vs Davydenko,29.5%,38.6%,37.1%,33.1%,45.7%,56.5%,24.0%,52.4%,37.5%,54.5%,0.0%,11.9%,19.0%,45.9%,-79
2006 US Open QF,L vs Federer,26.6%,34.4%,39.8%,31.4%,35.2%,47.3%,37.3%,43.2%,30.6%,54.5%,62.5%,15.5%,17.2%,42.9%,19
2006 Indianapolis F,W vs Roddick,31.0%,44.4%,52.6%,37.1%,50.0%,67.1%,62.9%,61.1%,50.0%,31.6%,14.3%,8.5%,19.1%,44.2%,-39
Career (37 matches),,25.8%,36.4%,48.9%,32.0%,35.2%,48.8%,52.3%,46.2%,42.7%,46.9%,39.7%,15.9%,23.5%,45.2%,42
