Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2013 US Open R128,L vs Karlovic,49,28,1.8,14.5%,8.3%,40,22,1.8,14.5%,8.0%,,,1.1,22.3%,20.2%
2013 Wimbledon R64,L vs Tomic,38,21,1.8,19.7%,10.9%,27,17,1.6,15.5%,9.8%,,,2.8,17.1%,6.2%
2013 Roland Garros R128,L vs Troicki,23,31,0.7,15.3%,20.7%,20,29,0.7,15.5%,22.5%,,,2.8,22.0%,8.0%
2012 US Open R32,L vs Raonic,17,14,1.2,9.6%,7.9%,14,12,1.2,10.0%,8.6%,,,2.1,30.3%,14.6%
2012 US Open R64,W vs Granollers,39,22,1.8,26.2%,14.8%,37,22,1.7,25.7%,15.3%,,,0.7,7.4%,10.7%
2012 US Open R128,W vs Lacko,39,49,0.8,16.5%,20.8%,28,45,0.6,13.2%,21.2%,,,0.6,9.3%,16.5%
2012 Wimbledon R128,L vs Becker,26,27,1.0,9.8%,10.2%,21,22,1.0,9.3%,9.7%,,,2.2,20.3%,9.4%
2012 Roland Garros R128,L vs Youzhny,19,35,0.5,12.6%,23.2%,18,31,0.6,13.5%,23.3%,,,2.2,18.5%,8.6%
2011 US Open R64,L vs Ferrer,33,51,0.6,18.3%,28.3%,32,46,0.7,18.5%,26.6%,13.3%,5.2%,0.9,9.4%,10.6%
2011 US Open R128,W vs Huta Galung,35,47,0.7,15.6%,21.0%,24,39,0.6,12.5%,20.3%,8.3%,3.1%,0.6,11.2%,20.1%
2011 Cincinnati Masters R16,L vs Federer,10,18,0.6,10.0%,18.0%,6,13,0.5,7.0%,15.1%,4.7%,2.3%,2.4,12.0%,5.0%
2011 Wimbledon R128,L vs Baghdatis,47,50,0.9,15.0%,16.0%,41,45,0.9,14.5%,16.0%,12.4%,1.4%,1.5,14.4%,9.9%
2010 US Open R32,L vs Djokovic,23,31,0.7,13.8%,18.6%,22,26,0.8,14.1%,16.7%,10.3%,3.8%,1.3,7.8%,6.0%
2009 Queen's Club F,L vs Murray,16,22,0.7,14.0%,19.3%,16,21,0.8,15.4%,20.2%,12.5%,1.9%,1.7,16.7%,9.6%
2008 Paris Masters SF,L vs Tsonga,15,19,0.8,13.4%,17.0%,11,18,0.6,11.7%,19.1%,7.4%,4.3%,2.1,29.5%,14.3%
2008 US Open R32,L vs Fish,27,35,0.8,13.6%,17.6%,20,33,0.6,11.7%,19.3%,5.3%,4.7%,1.2,25.1%,20.6%
2008 Beijing Olympics BR,L vs Djokovic,14,27,0.5,11.4%,22.0%,12,24,0.5,10.9%,21.8%,9.1%,1.8%,0.9,13.8%,16.3%
2008 Beijing Olympics SF,L vs Gonzalez,38,39,1.0,14.0%,14.4%,27,35,0.8,11.3%,14.6%,7.1%,4.2%,1.0,18.8%,19.6%
2008 Rome Masters QF,L vs Wawrinka,20,47,0.4,9.5%,22.3%,17,45,0.4,8.5%,22.5%,6.5%,1.5%,1.0,15.2%,15.6%
2008 Delray Beach F,L vs Nishikori,32,22,1.5,21.2%,14.6%,25,18,1.4,18.2%,13.1%,13.1%,5.1%,2.2,17.2%,7.9%
Career (48 matches),,1471,1577,0.9,15.5%,16.6%,1178,1401,0.8,14.0%,16.7%,8.0%,3.2%,1.1,17.0%,15.0%
