Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2013,23,9,14,39.1%,24-33,42.1%,286-284,50.2%,3-8,27.3%,23,78.6%,22.3%,7.4%,3.4%,53.8%,75.1%,48.0%,62.5%,36.6%,49.9%,0.98,QF (Atlanta)
2012,21,8,13,38.1%,25-32,43.9%,260-288,47.4%,4-5,44.4%,21,71.9%,23.0%,6.2%,3.5%,57.1%,70.4%,48.3%,60.9%,36.6%,49.0%,0.94,QF (Washington)
2011,35,19,16,54.3%,41-41,50.0%,409-410,49.9%,7-8,46.7%,34,78.7%,20.8%,6.7%,4.6%,57.3%,74.1%,47.2%,62.6%,35.7%,49.7%,0.95,SF (Stockholm)
2010,32,15,17,46.9%,43-44,49.4%,420-421,49.9%,5-6,45.5%,32,80.8%,19.1%,6.3%,3.4%,57.7%,72.7%,52.1%,64.0%,35.9%,50.0%,1.00,QF (4x)
2009,45,24,21,53.3%,63-58,52.1%,630-616,50.6%,16-13,55.2%,41,82.4%,19.2%,7.3%,3.5%,57.3%,74.0%,52.1%,64.6%,35.2%,50.3%,1.00,F (2x)
2008,72,48,24,66.7%,116-73,61.4%,1000-860,53.8%,14-15,48.3%,67,81.3%,26.0%,8.4%,3.3%,56.0%,73.9%,52.5%,64.5%,38.9%,51.8%,1.10,F (2x)
2007,80,55,25,68.8%,131-71,64.9%,1102-921,54.5%,23-17,57.5%,70,83.7%,25.0%,9.0%,3.6%,58.0%,75.3%,53.0%,65.9%,38.5%,52.1%,1.13,W (2x)
2006,85,60,25,70.6%,142-81,63.7%,1193-994,54.5%,21-16,56.8%,78,79.6%,29.7%,7.6%,3.3%,57.7%,72.2%,52.1%,63.7%,40.8%,52.1%,1.12,W (5x)
2005,56,35,21,62.5%,87-57,60.4%,756-646,53.9%,10-15,40.0%,54,82.6%,26.7%,8.4%,3.0%,58.5%,73.8%,52.6%,65.0%,39.3%,52.0%,1.12,W (2x)
2004,28,15,13,53.6%,38-31,55.1%,336-310,52.0%,7-3,70.0%,28,78.4%,24.9%,6.4%,3.2%,60.8%,70.6%,51.0%,62.9%,39.3%,51.0%,1.06,QF (3x)
2003,58,32,26,55.2%,87-66,56.9%,777-708,52.3%,17-10,63.0%,55,75.9%,28.7%,6.3%,3.7%,60.2%,70.7%,49.8%,62.4%,40.6%,51.4%,1.08,F (Long Island)
2002,61,36,25,59.0%,90-69,56.6%,806-743,52.0%,10-8,55.6%,57,78.7%,25.6%,5.2%,3.0%,59.3%,69.7%,50.2%,61.8%,39.0%,50.5%,1.02,W (Washington)
2001,20,11,9,55.0%,27-22,55.1%,245-218,52.9%,2-4,33.3%,20,81.5%,24.0%,8.2%,3.5%,59.9%,72.1%,53.0%,64.5%,38.2%,51.3%,1.08,SF (2x)
2000,4,0,4,0.0%,0-8,0.0%,20-49,29.0%,0-1,0.0%,4,39.4%,20.0%,6.0%,5.5%,48.4%,61.0%,30.4%,45.2%,38.7%,41.8%,0.71,R32 (2x)
1999,5,1,4,20.0%,2-10,16.7%,39-68,36.4%,0-1,0.0%,5,62.7%,12.7%,5.1%,6.3%,54.1%,63.2%,46.0%,55.3%,32.3%,44.2%,0.72,R16 (Newport)
1998,1,0,1,0.0%,1-2,33.3%,16-19,45.7%,1-0,100.0%,1,57.1%,14.3%,7.4%,6.5%,49.1%,60.4%,47.3%,53.7%,34.4%,44.6%,0.74,R32 (Newport)
Career,626,368,258,58.8%,917-698,56.8%,8295-7555,52.3%,140-130,51.9%,590,79.7%,25.0%,7.3%,3.5%,57.9%,72.6%,51.1%,63.5%,38.5%,51.1%,1.06,
