Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2013 US Open R128,L vs Karlovic,102.2,,,,,131,,,,,,,75
2013 Wimbledon R64,L vs Tomic,105.0,,,,,129,,,,,,,74
2013 Roland Garros R128,L vs Troicki,100.9,,,,,126,,,,,,,74
2012 US Open R32,L vs Raonic,102.2,,,,,124,,,,,,,75
2012 US Open R64,W vs Granollers,108.4,,,,,132,,,,,,,81
2012 US Open R128,W vs Lacko,105.4,,,,,128,,,,,,,76
2012 Wimbledon R128,L vs Becker,104.1,,,,,119,,,,,,,75
2012 Roland Garros R128,L vs Youzhny,105.0,,,,,125,,,,,,,64
2011 US Open R64,L vs Ferrer,105.4,116.2,7.5,,,129,102,89.2,7.4,,,101,72
2011 US Open R128,W vs Huta Galung,105.7,114.6,8.8,,,128,96,89.0,6.6,,,103,75
2011 Wimbledon R128,L vs Baghdatis,105.1,111.3,5.7,,,126,91,90.3,6.9,,,100,73
Career (11 matches),,104.4,113.3,7.0,,,132,91,89.6,6.9,,,103,64
