Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
2021,729,45,,,,,,,,,,,,
2020,561,66,,,,,,,,,482,133,,
2019,541,65,,,,,,,,,473,122,,
2018,671,16,,,,,,,,,339,178,,
2017,453,78,,,,,,,,,393,137,,
2016,470,69,,,,,,,,,480,93,,
2015,396,90,,,,,,,,,535,72,,
2014,466,59,,,,,,,,,621,46,,
