Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,6,1,5,16.7%,5-12,29.4%,75-89,45.7%,1-2,33.3%,6,82.5%,9.9%,8.8%,3.9%,64.6%,74.2%,47.0%,64.6%,28.2%,47.2%,0.80
Clay,1,0,1,0.0%,0-0,-,0-0,-,0-0,-,0,,,,,,,,,,,
Grand Slams,1,0,1,0.0%,1-3,25.0%,14-21,40.0%,0-0,-,1,76.5%,5.6%,10.8%,6.3%,56.8%,81.0%,35.4%,61.3%,26.5%,45.0%,0.68
Masters,1,0,1,0.0%,1-2,33.3%,11-15,42.3%,0-0,-,1,69.2%,15.4%,11.1%,5.6%,62.2%,69.6%,41.2%,58.9%,30.5%,45.3%,0.74
Other Tours,5,1,4,20.0%,3-7,30.0%,50-53,48.5%,1-2,33.3%,4,88.0%,10.0%,7.4%,2.6%,68.1%,73.5%,54.5%,67.4%,28.1%,48.6%,0.86
Best of 5,1,0,1,0.0%,1-3,25.0%,14-21,40.0%,0-0,-,1,76.5%,5.6%,10.8%,6.3%,56.8%,81.0%,35.4%,61.3%,26.5%,45.0%,0.68
Best of 3,6,1,5,16.7%,4-9,30.8%,61-68,47.3%,1-2,33.3%,5,84.1%,11.1%,8.3%,3.3%,66.8%,72.7%,51.1%,65.5%,28.6%,47.8%,0.83
vs Righties,6,1,5,16.7%,4-10,28.6%,62-75,45.3%,1-2,33.3%,5,82.1%,9.0%,9.1%,4.1%,63.8%,73.6%,46.5%,63.8%,27.9%,46.9%,0.77
vs Lefties,1,0,1,0.0%,1-2,33.3%,13-14,48.1%,0-0,-,1,84.6%,14.3%,6.9%,2.8%,69.4%,78.0%,50.0%,69.4%,29.7%,49.3%,0.97
vs Top 10,1,1,0,100.0%,2-1,66.7%,19-14,57.6%,1-1,50.0%,1,93.8%,20.0%,8.1%,1.0%,68.7%,70.6%,71.0%,70.7%,35.8%,53.6%,1.22
