Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,13,4,9,30.8%,12-22,35.3%,159-180,46.9%,3-4,42.9%,13,82.4%,12.0%,10.0%,3.1%,63.9%,74.2%,48.7%,65.0%,29.6%,47.7%,0.85
Clay,3,0,3,0.0%,1-5,16.7%,21-35,37.5%,0-1,0.0%,2,59.3%,17.9%,3.6%,2.1%,59.3%,57.4%,45.6%,52.6%,33.9%,43.8%,0.72
Grand Slams,4,0,4,0.0%,3-12,20.0%,56-85,39.7%,0-2,0.0%,4,67.6%,14.1%,7.4%,2.5%,60.9%,64.1%,44.0%,56.3%,30.6%,44.2%,0.70
Masters,3,1,2,33.3%,3-4,42.9%,32-34,48.5%,1-0,100.0%,3,81.8%,12.5%,10.1%,3.8%,64.4%,73.9%,52.7%,66.3%,33.0%,49.8%,0.98
Other Tours,9,3,6,33.3%,7-11,38.9%,92-96,48.9%,2-3,40.0%,8,86.8%,12.0%,10.0%,2.9%,64.7%,77.0%,50.3%,67.6%,28.8%,48.5%,0.89
Best of 5,4,0,4,0.0%,3-12,20.0%,56-85,39.7%,0-2,0.0%,4,67.6%,14.1%,7.4%,2.5%,60.9%,64.1%,44.0%,56.3%,30.6%,44.2%,0.70
Best of 3,12,4,8,33.3%,10-15,40.0%,124-130,48.8%,3-3,50.0%,11,85.5%,12.1%,10.0%,3.2%,64.6%,76.2%,50.9%,67.2%,30.0%,48.9%,0.92
Quarter-finals,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,1,80.0%,0.0%,12.1%,3.4%,72.4%,78.6%,25.0%,63.8%,18.4%,43.0%,0.51
vs Righties,14,4,10,28.6%,12-23,34.3%,159-189,45.7%,3-5,37.5%,13,78.7%,13.5%,9.5%,2.8%,63.1%,71.3%,47.2%,62.4%,30.4%,47.0%,0.81
vs Lefties,2,0,2,0.0%,1-4,20.0%,21-26,44.7%,0-0,-,2,82.6%,8.3%,4.7%,3.9%,63.8%,75.3%,56.5%,68.5%,28.9%,48.1%,0.92
vs Top 10,1,1,0,100.0%,2-1,66.7%,19-14,57.6%,1-1,50.0%,1,93.8%,20.0%,8.1%,1.0%,68.7%,70.6%,71.0%,70.7%,35.8%,53.6%,1.22
